id,age,race,sex,workclass,income
3646,33,White,Female,Private,<=50K
3647,39,White,Female,Private,<=50K
3648,53,Asian-Pac-Islander,Female,Private,<=50K
3649,26,White,Female,Federal-gov,<=50K
3650,21,White,Male,Private,<=50K
3651,18,Black,Male,Private,<=50K
3652,34,White,Male,Private,>50K
3653,44,Black,Male,State-gov,>50K
3654,31,White,Male,Private,<=50K
3655,44,White,Male,Private,>50K
3656,42,White,Male,Private,>50K
3657,43,White,Male,Private,<=50K
3658,33,Asian-Pac-Islander,Male,Private,>50K
3659,21,Black,Female,Private,<=50K
3660,30,White,Male,Private,>50K
3661,55,White,Male,Private,<=50K
3662,57,White,Female,Private,<=50K
3663,37,White,Male,Private,<=50K
3664,32,White,Male,Private,>50K
3665,62,White,Male,Self-emp-not-inc,>50K
3666,31,Black,Male,Self-emp-not-inc,>50K
3667,51,White,Male,Private,>50K
3668,37,White,Female,Private,<=50K
3669,45,White,Male,Private,<=50K
3670,47,White,Male,Private,<=50K
3671,31,White,Male,?,<=50K
3672,75,White,Male,Self-emp-not-inc,<=50K
3673,43,Other,Male,Private,<=50K
3674,39,White,Male,Private,>50K
3675,30,White,Male,Private,>50K
3676,27,White,Male,Private,<=50K
3677,44,Amer-Indian-Eskimo,Male,Private,<=50K
3678,53,White,Female,Local-gov,>50K
3679,40,White,Male,Private,<=50K
3680,18,White,Female,Private,<=50K
3681,33,Black,Male,Private,<=50K
3682,20,White,Male,Private,<=50K
3683,38,Black,Male,Private,<=50K
3684,48,White,Female,Private,<=50K
3685,46,White,Male,Self-emp-not-inc,<=50K
3686,51,White,Male,Private,<=50K
3687,35,White,Female,Self-emp-not-inc,<=50K
3688,24,White,Male,Private,<=50K
3689,30,White,Male,Private,<=50K
3690,70,White,Male,Private,<=50K
3691,26,White,Male,Private,<=50K
3692,34,White,Male,Private,<=50K
3693,46,White,Male,Private,>50K
3694,70,White,Female,Private,<=50K
3695,37,White,Male,Local-gov,<=50K
3696,36,White,Female,Self-emp-not-inc,<=50K
3697,23,White,Female,Private,<=50K
3698,28,White,Male,Private,<=50K
3699,44,White,Male,Self-emp-not-inc,>50K
3700,58,White,Male,Private,<=50K
3701,53,White,Male,Private,>50K
3702,23,White,Male,Private,<=50K
3703,26,Black,Male,Private,<=50K
3704,21,White,Male,?,<=50K
3705,34,White,Female,Local-gov,<=50K
3706,43,White,Male,Private,<=50K
3707,22,Black,Male,Private,<=50K
3708,41,Amer-Indian-Eskimo,Male,Private,>50K
3709,36,Asian-Pac-Islander,Male,Private,<=50K
3710,41,White,Female,Local-gov,<=50K
3711,27,White,Male,Private,<=50K
3712,42,White,Male,Self-emp-not-inc,<=50K
3713,27,White,Female,Private,<=50K
3714,41,White,Male,Private,<=50K
3715,32,Asian-Pac-Islander,Female,Private,>50K
3716,21,Asian-Pac-Islander,Male,Private,<=50K
3717,44,Black,Male,Private,>50K
3718,29,White,Male,Private,<=50K
3719,19,White,Female,Self-emp-not-inc,<=50K
3720,21,White,Male,Local-gov,<=50K
3721,46,White,Male,Private,<=50K
3722,38,White,Male,Private,>50K
3723,43,White,Male,Private,>50K
3724,54,White,Male,Self-emp-inc,>50K
3725,38,White,Male,Private,>50K
3726,18,White,Male,?,<=50K
3727,50,White,Female,Private,>50K
3728,30,White,Female,Private,>50K
3729,30,White,Male,Private,<=50K
3730,28,Amer-Indian-Eskimo,Female,Local-gov,<=50K
3731,26,White,Female,Private,<=50K
3732,37,White,Male,Federal-gov,<=50K
3733,32,White,Male,Private,>50K
3734,64,White,Female,State-gov,>50K
3735,18,White,Female,Private,<=50K
3736,30,White,Male,Private,<=50K
3737,36,White,Female,?,<=50K
3738,18,Black,Male,Private,<=50K
3739,27,White,Male,Private,<=50K
3740,49,White,Male,Private,<=50K
3741,46,White,Male,State-gov,>50K
3742,37,White,Male,Private,<=50K
3743,30,White,Male,Private,<=50K
3744,29,Other,Female,Private,<=50K
3745,22,White,Male,?,<=50K
3746,25,White,Male,Self-emp-not-inc,<=50K
3747,38,Black,Female,Private,<=50K
3748,32,White,Female,?,<=50K
3749,35,White,Male,Private,<=50K
3750,56,White,Male,Private,>50K
3751,29,White,Female,Private,<=50K
3752,41,White,Male,Private,<=50K
3753,47,White,Male,Private,<=50K
3754,23,Asian-Pac-Islander,Female,Private,<=50K
3755,46,White,Male,Self-emp-not-inc,>50K
3756,28,Black,Male,Local-gov,<=50K
3757,39,White,Female,Private,<=50K
3758,42,White,Female,Self-emp-not-inc,<=50K
3759,39,White,Male,Private,>50K
3760,68,White,Male,?,<=50K
3761,37,White,Male,Self-emp-inc,>50K
3762,57,White,Female,Private,<=50K
3763,22,Black,Female,Private,<=50K
3764,24,White,Male,Private,>50K
3765,19,White,Male,Private,<=50K
3766,55,Black,Female,Private,<=50K
3767,37,White,Male,Local-gov,<=50K
3768,37,Black,Female,Local-gov,<=50K
3769,28,White,Male,Private,<=50K
3770,27,White,Female,Private,<=50K
3771,40,White,Female,State-gov,<=50K
3772,51,White,Female,Private,<=50K
3773,52,White,Male,Private,<=50K
3774,74,White,Female,?,<=50K
3775,49,White,Male,Self-emp-inc,>50K
3776,20,White,Female,?,<=50K
3777,40,White,Female,Federal-gov,<=50K
3778,80,White,Male,Private,<=50K
3779,63,White,Male,Private,<=50K
3780,63,White,Male,Private,>50K
3781,51,White,Female,Private,<=50K
3782,23,White,Female,Private,<=50K
3783,66,White,Male,Self-emp-not-inc,<=50K
3784,33,White,Male,Self-emp-not-inc,<=50K
3785,49,White,Male,Private,<=50K
3786,20,White,Male,Private,<=50K
3787,33,White,Male,Self-emp-inc,>50K
3788,26,White,Male,Private,<=50K
3789,52,White,Male,Private,>50K
3790,33,White,Male,Private,>50K
3791,47,White,Male,Private,<=50K
3792,23,Black,Male,Private,<=50K
3793,53,White,Male,Federal-gov,<=50K
3794,19,White,Male,Private,<=50K
3795,26,White,Male,Federal-gov,<=50K
3796,53,White,Male,Private,>50K
3797,65,White,Male,Private,<=50K
3798,68,White,Male,Private,<=50K
3799,30,White,Male,Private,<=50K
3800,28,White,Male,Private,<=50K
3801,54,White,Male,Local-gov,<=50K
3802,30,White,Male,Private,<=50K
3803,22,White,Male,Private,<=50K
3804,25,White,Male,Private,<=50K
3805,19,White,Male,Private,<=50K
3806,19,White,Female,?,<=50K
3807,32,White,Male,Federal-gov,>50K
3808,23,White,Female,Private,<=50K
3809,51,White,Male,Local-gov,<=50K
3810,25,White,Male,Private,>50K
3811,46,Black,Female,Local-gov,<=50K
3812,38,White,Female,Private,<=50K
3813,26,Asian-Pac-Islander,Male,State-gov,>50K
3814,46,White,Female,Private,<=50K
3815,25,White,Female,Private,<=50K
3816,20,White,Female,Private,<=50K
3817,29,White,Male,Local-gov,<=50K
3818,51,White,Male,Self-emp-inc,>50K
3819,40,White,Male,Private,<=50K
3820,24,White,Female,Private,<=50K
3821,24,White,Male,Self-emp-not-inc,<=50K
3822,31,Amer-Indian-Eskimo,Female,Private,<=50K
3823,54,White,Female,?,<=50K
3824,34,White,Male,Private,<=50K
3825,19,White,Male,Private,<=50K
3826,21,Black,Male,Private,<=50K
3827,21,White,Male,Private,<=50K
3828,23,White,Male,Private,<=50K
3829,37,White,Male,Federal-gov,<=50K
3830,40,White,Male,Private,>50K
3831,57,White,Male,Private,<=50K
3832,48,White,Male,Private,>50K
3833,24,Asian-Pac-Islander,Male,Private,<=50K
3834,43,White,Male,Private,<=50K
3835,32,White,Female,?,<=50K
3836,40,White,Female,Private,<=50K
3837,52,White,Male,Self-emp-inc,>50K
3838,49,White,Male,Private,<=50K
3839,45,Amer-Indian-Eskimo,Male,Self-emp-not-inc,<=50K
3840,62,White,Male,Local-gov,<=50K
3841,29,White,Male,Private,<=50K
3842,49,White,Female,Private,<=50K
3843,55,Black,Female,Federal-gov,<=50K
3844,20,Amer-Indian-Eskimo,Male,?,<=50K
3845,37,White,Male,Self-emp-inc,<=50K
3846,43,White,Male,State-gov,>50K
3847,29,White,Female,Private,<=50K
3848,44,White,Female,Private,>50K
3849,28,White,Male,Private,>50K
3850,38,White,Female,Private,<=50K
3851,45,White,Male,Private,>50K
3852,22,White,Male,?,<=50K
3853,19,White,Female,Private,<=50K
3854,20,White,Male,Private,<=50K
3855,60,White,Male,Private,<=50K
3856,30,White,Female,Private,<=50K
3857,22,Asian-Pac-Islander,Male,Private,<=50K
3858,51,White,Female,Private,<=50K
3859,31,Black,Female,Private,<=50K
3860,48,White,Female,Private,<=50K
3861,43,White,Male,Private,>50K
3862,51,Black,Male,Local-gov,<=50K
3863,41,White,Male,Private,>50K
3864,62,White,Male,?,<=50K
3865,50,Black,Male,State-gov,>50K
3866,46,White,Female,Private,>50K
3867,54,White,Male,Private,>50K
3868,68,White,Male,Private,>50K
3869,23,White,Male,Self-emp-not-inc,<=50K
3870,49,White,Female,Private,<=50K
3871,24,White,Male,Private,<=50K
3872,30,Black,Male,Local-gov,<=50K
3873,38,White,Male,Private,<=50K
3874,34,White,Female,Private,<=50K
3875,22,White,Male,Private,<=50K
3876,30,White,Male,Private,<=50K
3877,61,White,Male,Private,<=50K
3878,36,White,Male,Private,<=50K
3879,51,White,Male,Self-emp-inc,<=50K
3880,43,Asian-Pac-Islander,Female,Private,>50K
3881,54,White,Male,Federal-gov,>50K
3882,63,White,Female,Private,<=50K
3883,51,White,Male,Private,>50K
3884,63,White,Male,Self-emp-not-inc,<=50K
3885,51,White,Male,Local-gov,>50K
3886,27,White,Female,Private,<=50K
3887,35,White,Male,Private,>50K
3888,31,White,Female,?,>50K
3889,46,White,Male,Self-emp-not-inc,<=50K
3890,53,Black,Male,Private,>50K
3891,26,White,Male,Federal-gov,<=50K
3892,43,White,Male,Private,<=50K
3893,39,White,Male,Private,>50K
3894,50,White,Male,Federal-gov,<=50K
3895,54,White,Male,Federal-gov,>50K
3896,62,White,Female,?,>50K
3897,57,White,Female,State-gov,<=50K
3898,19,Black,Male,?,<=50K
3899,29,White,Male,Local-gov,<=50K
3900,20,Black,Male,Private,<=50K
3901,53,White,Male,Private,>50K
3902,18,White,Male,?,<=50K
3903,22,White,Male,?,<=50K
3904,23,White,Male,Private,<=50K
3905,69,White,Male,Private,<=50K
3906,56,White,Male,Private,<=50K
3907,53,Black,Male,Local-gov,<=50K
3908,28,White,Male,Private,<=50K
3909,28,Black,Male,Private,<=50K
3910,33,Asian-Pac-Islander,Male,Self-emp-inc,>50K
3911,48,White,Female,Private,<=50K
3912,61,White,Male,Private,>50K
3913,49,White,Male,Private,<=50K
3914,48,White,Male,Private,<=50K
3915,32,White,Male,Private,<=50K
3916,51,White,Male,Private,>50K
3917,27,White,Male,?,<=50K
3918,19,White,Male,Private,<=50K
3919,47,White,Male,Private,<=50K
3920,25,White,Male,Private,<=50K
3921,72,Black,Male,Private,<=50K
3922,29,White,Male,Private,<=50K
3923,22,White,Female,Private,<=50K
3924,57,Black,Male,Private,<=50K
3925,50,White,Male,Private,<=50K
3926,45,White,Male,Self-emp-inc,<=50K
3927,52,White,Male,Private,>50K
3928,53,White,Male,Private,>50K
3929,36,White,Male,Private,<=50K
3930,46,White,Male,Private,>50K
3931,20,White,Female,Private,<=50K
3932,75,Black,Male,Private,<=50K
3933,32,White,Male,Local-gov,>50K
3934,28,White,Male,Private,<=50K
3935,53,White,Female,Private,<=50K
3936,17,White,Female,Private,<=50K
3937,46,White,Female,State-gov,<=50K
3938,39,White,Female,Private,<=50K
3939,38,White,Male,Private,<=50K
3940,36,White,Male,Private,<=50K
3941,63,Black,Female,Local-gov,<=50K
3942,28,White,Male,Private,<=50K
3943,28,White,Male,?,<=50K
3944,49,White,Female,Private,<=50K
3945,43,White,Male,Private,<=50K
3946,38,White,Male,Private,>50K
3947,39,White,Male,Private,<=50K
3948,42,Black,Female,?,<=50K
3949,40,White,Male,Private,<=50K
3950,45,White,Female,?,<=50K
3951,29,White,Female,?,<=50K
3952,24,White,Male,Federal-gov,<=50K
3953,30,White,Male,Private,>50K
3954,44,Black,Male,Private,<=50K
3955,40,White,Male,Private,<=50K
3956,30,White,Female,Private,<=50K
3957,42,White,Female,Private,<=50K
3958,52,White,Female,Self-emp-not-inc,<=50K
3959,42,Black,Male,Private,>50K
3960,39,White,Male,Private,>50K
3961,43,White,Male,Private,<=50K
3962,62,White,Male,Self-emp-not-inc,<=50K
3963,30,White,Male,Private,<=50K
3964,83,White,Female,?,<=50K
3965,39,White,Male,Private,>50K
3966,41,White,Female,Private,<=50K
3967,49,White,Female,Private,>50K
3968,25,White,Male,Private,<=50K
3969,48,White,Male,Private,<=50K
3970,59,White,Male,?,<=50K
3971,44,White,Male,State-gov,<=50K
3972,36,White,Male,Private,<=50K
3973,40,White,Male,Private,<=50K
3974,21,Black,Female,Private,<=50K
3975,41,White,Female,Private,<=50K
3976,24,White,Female,Private,<=50K
3977,67,White,Male,Self-emp-not-inc,<=50K
3978,24,White,Male,Private,<=50K
3979,50,White,Male,Self-emp-not-inc,<=50K
3980,48,White,Male,Private,<=50K
3981,55,Black,Male,?,>50K
3982,29,White,Male,Private,<=50K
3983,50,White,Female,Private,<=50K
3984,64,White,Male,State-gov,>50K
3985,49,Black,Male,Private,<=50K
3986,20,Black,Male,Private,<=50K
3987,30,White,Female,Private,<=50K
3988,37,Asian-Pac-Islander,Male,Private,<=50K
3989,52,White,Male,Private,>50K
3990,22,White,Male,Private,<=50K
3991,77,White,Female,?,<=50K
3992,19,White,Male,State-gov,<=50K
3993,52,White,Male,Private,>50K
3994,42,Asian-Pac-Islander,Female,Private,<=50K
3995,35,White,Female,Private,<=50K
3996,27,White,Female,Private,<=50K
3997,54,Black,Female,State-gov,<=50K
3998,37,White,Male,Private,<=50K
3999,37,White,Male,Private,<=50K
4000,28,White,Male,Private,<=50K
4001,63,White,Male,Private,<=50K
4002,19,White,Male,Private,<=50K
4003,28,White,Female,Private,<=50K
4004,23,White,Male,?,<=50K
4005,44,White,Female,Private,>50K
4006,31,White,Male,Private,>50K
4007,35,Asian-Pac-Islander,Male,Private,>50K
4008,64,White,Female,Private,<=50K
4009,40,White,Male,Private,>50K
4010,59,White,Female,Local-gov,<=50K
4011,22,White,Female,Private,<=50K
4012,40,White,Female,Private,<=50K
4013,35,White,Male,Private,<=50K
4014,20,White,Female,Private,<=50K
4015,35,White,Male,Local-gov,<=50K
4016,28,White,Male,Private,<=50K
4017,28,White,Male,Private,<=50K
4018,37,White,Male,?,<=50K
4019,72,White,Male,?,>50K
4020,25,White,Male,Self-emp-inc,<=50K
4021,37,White,Female,Private,<=50K
4022,19,White,Female,?,<=50K
4023,31,White,Female,Private,<=50K
4024,41,White,Female,Private,<=50K
4025,31,White,Male,Private,>50K
4026,44,White,Male,Private,<=50K
4027,20,Black,Male,Private,<=50K
4028,57,White,Male,Self-emp-not-inc,<=50K
4029,26,White,Female,Private,<=50K
4030,44,White,Male,Self-emp-inc,<=50K
4031,29,White,Male,Local-gov,<=50K
4032,36,White,Male,Private,>50K
4033,40,White,Male,Private,>50K
4034,21,Black,Male,Private,<=50K
4035,21,White,Male,Private,<=50K
4036,34,White,Male,Self-emp-not-inc,>50K
4037,24,White,Female,Private,<=50K
4038,28,White,Female,Private,<=50K
4039,35,White,Male,Private,<=50K
4040,35,White,Male,Private,<=50K
4041,38,White,Female,State-gov,<=50K
4042,44,Black,Female,Federal-gov,<=50K
4043,39,White,Female,Private,>50K
4044,57,White,Female,Local-gov,<=50K
4045,19,White,Female,Private,<=50K
4046,29,White,Male,Private,<=50K
4047,23,Black,Male,Private,<=50K
4048,50,White,Female,Private,<=50K
4049,51,White,Male,Self-emp-not-inc,<=50K
4050,28,Amer-Indian-Eskimo,Male,Private,<=50K
4051,44,White,Male,Private,<=50K
4052,29,Black,Male,Self-emp-not-inc,<=50K
4053,31,White,Male,Private,<=50K
4054,27,White,Male,Private,>50K
4055,34,White,Male,Private,<=50K
4056,50,Asian-Pac-Islander,Male,Self-emp-inc,>50K
4057,27,White,Male,Private,>50K
4058,31,Black,Female,Private,<=50K
4059,46,White,Male,Private,>50K
4060,39,Asian-Pac-Islander,Female,Private,<=50K
4061,40,White,Male,Private,>50K
4062,28,White,Male,Private,<=50K
4063,18,White,Female,Private,<=50K
4064,51,White,Female,Private,<=50K
4065,58,White,Male,Self-emp-inc,<=50K
4066,66,White,Male,Private,<=50K
4067,36,Asian-Pac-Islander,Female,Self-emp-not-inc,<=50K
4068,38,White,Female,Private,<=50K
4069,25,White,Male,Private,<=50K
4070,25,White,Female,Private,<=50K
4071,90,White,Male,Private,<=50K
4072,41,White,Female,Local-gov,<=50K
4073,34,Black,Female,?,<=50K
4074,33,White,Female,Private,<=50K
4075,33,White,Female,Private,<=50K
4076,35,White,Male,Private,>50K
4077,39,Black,Female,Self-emp-not-inc,<=50K
4078,59,White,Male,Private,<=50K
4079,19,White,Male,Private,<=50K
4080,39,White,Male,Private,<=50K
4081,19,White,Male,?,<=50K
4082,27,White,Female,Private,<=50K
4083,52,White,Male,Private,<=50K
4084,59,White,Female,Self-emp-not-inc,<=50K
4085,28,White,Female,Private,<=50K
4086,37,White,Female,Private,<=50K
4087,50,White,Male,?,<=50K
4088,36,White,Male,Private,>50K
4089,34,White,Male,Private,>50K
4090,23,White,Male,Private,<=50K
4091,19,White,Female,?,<=50K
4092,33,White,Male,Private,<=50K
4093,27,White,Male,Local-gov,<=50K
4094,31,White,Male,Local-gov,<=50K
4095,21,White,Male,Private,<=50K
4096,31,White,Male,Private,<=50K
4097,59,White,Male,Private,>50K
4098,40,White,Male,Local-gov,>50K
4099,19,White,Male,Private,<=50K
4100,47,White,Male,Private,<=50K
4101,34,White,Male,Private,<=50K
4102,57,White,Male,Private,<=50K
4103,51,Black,Male,Local-gov,<=50K
4104,21,White,Male,Private,<=50K
4105,30,White,Male,Self-emp-inc,<=50K
4106,46,White,Male,Private,<=50K
4107,40,White,Female,Private,<=50K
4108,52,White,Male,Private,<=50K
4109,23,Asian-Pac-Islander,Male,Private,<=50K
4110,90,White,Female,?,<=50K
4111,25,White,Female,Private,<=50K
4112,43,White,Male,Private,<=50K
4113,38,Amer-Indian-Eskimo,Female,State-gov,>50K
4114,22,White,Female,Private,<=50K
4115,33,White,Female,Local-gov,<=50K
4116,34,White,Male,Private,>50K
4117,65,White,Male,Private,<=50K
4118,50,White,Male,Private,<=50K
4119,29,White,Male,Private,<=50K
4120,25,White,Male,Private,<=50K
4121,54,White,Female,Private,<=50K
4122,49,White,Male,Private,>50K
4123,44,White,Male,Private,<=50K
4124,24,White,Female,Private,<=50K
4125,25,White,Male,Private,<=50K
4126,65,White,Male,Local-gov,<=50K
4127,56,Black,Male,Self-emp-not-inc,<=50K
4128,39,White,Male,Self-emp-not-inc,>50K
4129,23,White,Female,Private,<=50K
4130,20,White,Female,Private,<=50K
4131,24,White,Male,Private,<=50K
4132,41,White,Male,Private,>50K
4133,40,White,Male,Self-emp-inc,<=50K
4134,55,White,Male,Private,>50K
4135,38,White,Female,Private,<=50K
4136,23,Black,Female,Private,<=50K
4137,44,White,Male,Private,<=50K
4138,45,White,Male,Private,>50K
4139,20,White,Female,Self-emp-not-inc,<=50K
4140,29,White,Male,Private,<=50K
4141,43,White,Male,State-gov,<=50K
4142,30,White,Male,Private,<=50K
4143,28,White,Female,State-gov,<=50K
4144,31,White,Male,Private,>50K
4145,52,White,Female,Private,<=50K
4146,36,White,Female,Private,>50K
4147,38,White,Male,Private,<=50K
4148,66,White,Male,?,<=50K
4149,63,White,Male,Self-emp-not-inc,<=50K
4150,21,White,Male,Private,<=50K
4151,33,White,Male,State-gov,<=50K
4152,46,White,Female,State-gov,<=50K
4153,20,White,Male,?,<=50K
4154,47,White,Male,Self-emp-inc,<=50K
4155,33,White,Male,Private,>50K
4156,66,Black,Male,?,<=50K
4157,20,White,Female,Private,<=50K
4158,28,White,Male,Private,<=50K
4159,46,White,Female,Private,<=50K
4160,25,Black,Male,Private,<=50K
4161,37,White,Male,Private,<=50K
4162,31,White,Male,Self-emp-not-inc,<=50K
4163,49,White,Male,Private,<=50K
4164,22,White,Male,State-gov,<=50K
4165,52,White,Female,Private,>50K
4166,29,White,Female,Private,<=50K
4167,18,White,Female,Private,<=50K
4168,31,White,Male,Local-gov,<=50K
4169,23,Asian-Pac-Islander,Female,Private,<=50K
4170,27,Amer-Indian-Eskimo,Female,?,>50K
4171,54,White,Male,Self-emp-not-inc,<=50K
4172,50,White,Female,Local-gov,<=50K
4173,46,White,Male,Private,>50K
4174,24,White,Female,Private,<=50K
4175,17,White,Female,?,<=50K
4176,49,White,Male,Self-emp-inc,<=50K
4177,54,White,Male,Local-gov,>50K
4178,41,White,Male,Private,>50K
4179,49,White,Male,Private,<=50K
4180,36,White,Female,Local-gov,<=50K
4181,23,Black,Male,Private,<=50K
4182,63,White,Female,Private,<=50K
4183,67,White,Male,Private,>50K
4184,23,White,Male,Private,<=50K
4185,22,White,Male,Private,<=50K
4186,66,White,Male,Private,<=50K
4187,25,White,Male,Private,<=50K
4188,30,White,Female,Private,<=50K
4189,35,White,Male,Private,<=50K
4190,67,White,Male,Self-emp-not-inc,<=50K
4191,30,Black,Male,Private,<=50K
4192,26,Black,Female,Private,<=50K
4193,34,White,Male,Private,<=50K
4194,21,White,Male,Private,<=50K
4195,18,White,Male,Private,<=50K
4196,21,White,Male,Private,<=50K
4197,76,White,Male,Self-emp-inc,<=50K
4198,51,Asian-Pac-Islander,Male,Federal-gov,<=50K
4199,26,White,Female,Private,<=50K
4200,18,White,Female,Private,<=50K
4201,18,White,Male,?,<=50K
4202,34,White,Male,Private,<=50K
4203,59,White,Female,Private,<=50K
4204,55,White,Male,Private,>50K
4205,33,White,Male,Self-emp-not-inc,<=50K
4206,25,White,Female,Private,<=50K
4207,48,White,Female,Private,<=50K
4208,64,White,Female,Private,<=50K
4209,47,White,Female,Local-gov,>50K
4210,26,White,Female,Private,<=50K
4211,36,White,Male,Private,>50K
4212,21,White,Male,Private,<=50K
4213,54,White,Female,?,<=50K
4214,30,White,Male,Private,<=50K
4215,41,White,Male,Self-emp-not-inc,<=50K
4216,53,White,Female,?,>50K
4217,34,Black,Male,Private,<=50K
4218,20,White,Female,?,<=50K
4219,24,White,Male,Private,<=50K
4220,26,White,Female,Private,<=50K
4221,25,White,Female,Private,<=50K
4222,35,White,Female,Private,<=50K
4223,41,White,Male,Private,>50K
4224,33,White,Male,Private,<=50K
4225,18,White,Female,Private,<=50K
4226,27,White,Male,Self-emp-inc,<=50K
4227,32,White,Female,Private,<=50K
4228,51,Black,Male,Local-gov,<=50K
4229,38,Black,Female,Private,<=50K
4230,41,White,Female,Local-gov,<=50K
4231,26,White,Male,Private,<=50K
4232,38,White,Male,Self-emp-not-inc,<=50K
4233,54,White,Male,Private,>50K
4234,30,White,Female,Private,<=50K
4235,31,White,Female,Private,<=50K
4236,26,White,Male,State-gov,<=50K
4237,75,White,Male,Self-emp-not-inc,<=50K
4238,29,Black,Male,Private,<=50K
4239,61,White,Male,Private,>50K
4240,24,White,Female,Private,<=50K
4241,22,White,Male,?,<=50K
4242,34,White,Male,Private,<=50K
4243,42,White,Male,Private,<=50K
4244,24,White,Male,Private,<=50K
4245,42,White,Male,Self-emp-not-inc,<=50K
4246,27,Black,Male,Federal-gov,<=50K
4247,39,White,Female,Local-gov,>50K
4248,20,White,Male,Private,<=50K
4249,51,Black,Female,Private,<=50K
4250,68,White,Male,Private,<=50K
4251,28,White,Male,Federal-gov,<=50K
4252,43,White,Female,Private,<=50K
4253,35,White,Male,Private,<=50K
4254,44,Black,Female,Private,<=50K
4255,41,White,Male,Private,<=50K
4256,44,White,Male,Private,>50K
4257,20,White,Female,Private,<=50K
4258,46,White,Male,Private,>50K
4259,27,White,Male,Self-emp-not-inc,>50K
4260,32,White,Male,Private,<=50K
4261,46,White,Male,Private,<=50K
4262,26,White,Male,Private,<=50K
4263,20,Asian-Pac-Islander,Female,Private,<=50K
4264,36,White,Female,Private,<=50K
4265,49,White,Male,Private,>50K
4266,32,White,Male,Private,>50K
4267,32,White,Male,Private,>50K
4268,49,White,Male,Private,>50K
4269,36,White,Male,Private,<=50K
4270,22,White,Male,Private,<=50K
4271,52,White,Female,Federal-gov,<=50K
4272,42,White,Male,Private,>50K
4273,22,White,Male,?,<=50K
4274,72,White,Female,Private,<=50K
4275,30,White,Female,Local-gov,<=50K
4276,44,White,Male,Private,<=50K
4277,23,White,Female,Private,<=50K
4278,22,White,Male,Private,<=50K
4279,59,White,Male,Private,<=50K
4280,46,White,Female,Private,<=50K
4281,30,White,Male,Private,<=50K
4282,64,White,Female,Federal-gov,<=50K
4283,31,Black,Female,Private,<=50K
4284,64,White,Male,Private,<=50K
4285,45,White,Female,Private,<=50K
4286,59,White,Male,Private,>50K
4287,32,Black,Female,Private,<=50K
4288,43,Amer-Indian-Eskimo,Male,Private,<=50K
4289,66,White,Female,?,<=50K
4290,23,White,Male,Private,<=50K
4291,49,White,Male,Self-emp-not-inc,<=50K
4292,32,White,Male,Private,<=50K
4293,49,White,Female,Private,<=50K
4294,33,White,Male,Private,<=50K
4295,28,White,Female,Private,<=50K
4296,47,Black,Male,Private,<=50K
4297,41,White,Male,Private,<=50K
4298,34,White,Male,Local-gov,>50K
4299,25,White,Female,Private,<=50K
4300,20,White,Female,?,<=50K
4301,21,White,Female,Private,<=50K
4302,25,White,Male,Private,<=50K
4303,46,White,Male,Private,<=50K
4304,37,Asian-Pac-Islander,Male,Private,<=50K
4305,41,White,Male,Private,>50K
4306,44,White,Male,Private,<=50K
4307,30,White,Male,Private,>50K
4308,54,White,Male,Private,<=50K
4309,35,White,Male,Self-emp-not-inc,<=50K
4310,58,White,Female,?,<=50K
4311,21,White,Female,Private,<=50K
4312,35,White,Male,Self-emp-not-inc,>50K
4313,35,White,Male,Private,>50K
4314,19,White,Male,Private,<=50K
4315,48,White,Female,Private,<=50K
4316,56,White,Male,?,<=50K
4317,65,White,Female,Self-emp-not-inc,<=50K
4318,40,Black,Male,Private,<=50K
4319,26,White,Female,Private,<=50K
4320,45,White,Male,Private,<=50K
4321,26,White,Male,Private,<=50K
4322,32,White,Male,Private,<=50K
4323,35,White,Male,Private,>50K
4324,22,White,Male,Self-emp-not-inc,<=50K
4325,37,White,Female,Private,<=50K
4326,25,White,Male,Private,<=50K
4327,64,White,Male,Private,<=50K
4328,46,White,Male,Private,>50K
4329,30,White,Male,Private,<=50K
4330,63,White,Male,Private,>50K
4331,51,White,Male,Local-gov,>50K
4332,68,White,Male,Self-emp-not-inc,<=50K
4333,36,White,Male,Private,<=50K
4334,28,White,Male,Self-emp-inc,<=50K
4335,41,White,Male,Local-gov,<=50K
4336,47,White,Male,Private,<=50K
4337,22,Black,Female,Private,<=50K
4338,33,Asian-Pac-Islander,Male,?,<=50K
4339,34,White,Male,Self-emp-inc,>50K
4340,46,White,Male,Federal-gov,>50K
4341,28,White,Female,Private,<=50K
4342,36,White,Male,Private,>50K
4343,18,White,Female,Private,<=50K
4344,33,White,Male,Local-gov,>50K
4345,51,White,Male,Private,>50K
4346,56,White,Male,Self-emp-not-inc,<=50K
4347,54,White,Female,Private,<=50K
4348,29,Black,Female,Private,<=50K
4349,40,Amer-Indian-Eskimo,Female,Private,<=50K
4350,53,White,Male,Private,>50K
4351,22,White,Male,Private,<=50K
4352,33,White,Male,Private,>50K
4353,28,White,Male,Private,<=50K
4354,63,White,Female,Private,<=50K
4355,53,White,Male,Federal-gov,>50K
4356,37,White,Male,Private,<=50K
4357,50,White,Male,Federal-gov,<=50K
4358,22,White,Male,Private,<=50K
4359,40,White,Female,Federal-gov,<=50K
4360,22,White,Female,Private,>50K
4361,21,White,Male,Private,<=50K
4362,25,Black,Male,Private,<=50K
4363,20,White,Female,Private,<=50K
4364,43,White,Male,Federal-gov,<=50K
