id,DAYS_BIRTH,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,prediction
3527,-16314,Managers,Working,Secondary / secondary special,0.0
3528,-16314,Managers,Working,Secondary / secondary special,0.0
3529,-13326,Laborers,Working,Incomplete higher,1.0
3530,-13326,Laborers,Working,Incomplete higher,1.0
3531,-13326,Laborers,Working,Incomplete higher,1.0
3532,-19292,Core staff,State servant,Higher education,1.0
3533,-10765,"",Commercial associate,Secondary / secondary special,0.0
3534,-10765,"",Commercial associate,Secondary / secondary special,0.0
3535,-10765,"",Commercial associate,Secondary / secondary special,0.0
3536,-10765,"",Commercial associate,Secondary / secondary special,0.0
3537,-10765,"",Commercial associate,Secondary / secondary special,0.0
3538,-10765,"",Commercial associate,Secondary / secondary special,0.0
3539,-10765,"",Commercial associate,Secondary / secondary special,0.0
3540,-10765,"",Commercial associate,Secondary / secondary special,0.0
3541,-10765,"",Commercial associate,Secondary / secondary special,0.0
3542,-15752,Core staff,State servant,Secondary / secondary special,1.0
3543,-15752,Core staff,State servant,Secondary / secondary special,1.0
3544,-15752,Core staff,State servant,Secondary / secondary special,1.0
3545,-15752,Core staff,State servant,Secondary / secondary special,1.0
3546,-15752,Core staff,State servant,Secondary / secondary special,1.0
3547,-15752,Core staff,State servant,Secondary / secondary special,1.0
3548,-12195,Managers,Working,Higher education,1.0
3549,-12195,Managers,Working,Higher education,1.0
3550,-12195,Managers,Working,Higher education,1.0
3551,-12195,Managers,Working,Higher education,1.0
3552,-12195,Managers,Working,Higher education,1.0
3553,-12195,Managers,Working,Higher education,1.0
3554,-12195,Managers,Working,Higher education,1.0
3555,-12195,Managers,Working,Higher education,1.0
3556,-12195,Managers,Working,Higher education,1.0
3557,-12195,Managers,Working,Higher education,1.0
3558,-12195,Managers,Working,Higher education,1.0
3559,-12195,Managers,Working,Higher education,1.0
3560,-21275,"",Pensioner,Secondary / secondary special,0.0
3561,-21275,"",Pensioner,Secondary / secondary special,0.0
3562,-21275,"",Pensioner,Secondary / secondary special,0.0
3563,-21275,"",Pensioner,Secondary / secondary special,0.0
3564,-21275,"",Pensioner,Secondary / secondary special,0.0
3565,-9154,Laborers,Working,Higher education,1.0
3566,-9154,Laborers,Working,Higher education,1.0
3567,-12615,Laborers,Working,Higher education,1.0
3568,-12615,Laborers,Working,Higher education,1.0
3569,-12615,Laborers,Working,Higher education,1.0
3570,-11642,Low-skill Laborers,Working,Lower secondary,1.0
3571,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3572,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3573,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3574,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3575,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3576,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3577,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3578,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3579,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3580,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3581,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3582,-14096,Accountants,Commercial associate,Incomplete higher,1.0
3583,-8231,Cooking staff,Working,Incomplete higher,1.0
3584,-8231,Cooking staff,Working,Incomplete higher,1.0
3585,-18293,"",Working,Secondary / secondary special,0.0
3586,-18293,"",Working,Secondary / secondary special,0.0
3587,-18293,"",Working,Secondary / secondary special,0.0
3588,-18293,"",Working,Secondary / secondary special,0.0
3589,-18293,"",Working,Secondary / secondary special,0.0
3590,-18293,"",Working,Secondary / secondary special,0.0
3591,-18293,"",Working,Secondary / secondary special,0.0
3592,-15025,Sales staff,Commercial associate,Secondary / secondary special,1.0
3593,-12928,Accountants,Working,Secondary / secondary special,1.0
3594,-12928,Accountants,Working,Secondary / secondary special,1.0
3595,-12928,Accountants,Working,Secondary / secondary special,1.0
3596,-19065,"",Pensioner,Secondary / secondary special,0.0
3597,-19065,"",Pensioner,Secondary / secondary special,0.0
3598,-19065,"",Pensioner,Secondary / secondary special,0.0
3599,-19065,"",Pensioner,Secondary / secondary special,0.0
3600,-19065,"",Pensioner,Secondary / secondary special,0.0
3601,-19065,"",Pensioner,Secondary / secondary special,0.0
3602,-19065,"",Pensioner,Secondary / secondary special,0.0
3603,-9436,Sales staff,Working,Secondary / secondary special,1.0
3604,-18868,Managers,Working,Incomplete higher,1.0
3605,-18868,Managers,Working,Incomplete higher,1.0
3606,-18868,Managers,Working,Incomplete higher,1.0
3607,-18868,Managers,Working,Incomplete higher,1.0
3608,-18868,Managers,Working,Incomplete higher,1.0
3609,-18868,Managers,Working,Incomplete higher,1.0
3610,-18868,Managers,Working,Incomplete higher,1.0
3611,-18868,Managers,Working,Incomplete higher,1.0
3612,-24311,"",Pensioner,Secondary / secondary special,0.0
3613,-24311,"",Pensioner,Secondary / secondary special,0.0
3614,-24311,"",Pensioner,Secondary / secondary special,0.0
3615,-24311,"",Pensioner,Secondary / secondary special,0.0
3616,-24311,"",Pensioner,Secondary / secondary special,0.0
3617,-24311,"",Pensioner,Secondary / secondary special,0.0
3618,-24311,"",Pensioner,Secondary / secondary special,0.0
3619,-24311,"",Pensioner,Secondary / secondary special,0.0
3620,-23956,"",Pensioner,Higher education,1.0
3621,-23956,"",Pensioner,Higher education,1.0
3622,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3623,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3624,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3625,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3626,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3627,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3628,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3629,-23007,Cleaning staff,Working,Secondary / secondary special,0.0
3630,-13779,Sales staff,Working,Secondary / secondary special,1.0
3631,-13779,Sales staff,Working,Secondary / secondary special,1.0
3632,-23799,"",Pensioner,Secondary / secondary special,0.0
3633,-23799,"",Pensioner,Secondary / secondary special,0.0
3634,-11440,Private service staff,Working,Secondary / secondary special,1.0
3635,-16898,"",Working,Secondary / secondary special,0.0
3636,-20833,"",Pensioner,Higher education,0.0
3637,-20833,"",Pensioner,Higher education,0.0
3638,-20833,"",Pensioner,Higher education,0.0
3639,-20833,"",Pensioner,Higher education,0.0
3640,-21187,"",Pensioner,Secondary / secondary special,0.0
3641,-21187,"",Pensioner,Secondary / secondary special,0.0
3642,-21187,"",Pensioner,Secondary / secondary special,0.0
3643,-18690,Laborers,Working,Secondary / secondary special,1.0
3644,-18690,Laborers,Working,Secondary / secondary special,1.0
3645,-18690,Laborers,Working,Secondary / secondary special,1.0
3646,-15088,Sales staff,Commercial associate,Secondary / secondary special,1.0
3647,-15088,Sales staff,Commercial associate,Secondary / secondary special,1.0
3648,-15088,Sales staff,Commercial associate,Secondary / secondary special,1.0
3649,-17810,Laborers,Working,Secondary / secondary special,1.0
3650,-17810,Laborers,Working,Secondary / secondary special,1.0
3651,-17810,Laborers,Working,Secondary / secondary special,1.0
3652,-8179,"",Working,Secondary / secondary special,0.0
3653,-20950,"",Pensioner,Secondary / secondary special,0.0
3654,-20950,"",Pensioner,Secondary / secondary special,0.0
3655,-20950,"",Pensioner,Secondary / secondary special,0.0
3656,-20950,"",Pensioner,Secondary / secondary special,0.0
3657,-20950,"",Pensioner,Secondary / secondary special,0.0
3658,-20950,"",Pensioner,Secondary / secondary special,0.0
3659,-20950,"",Pensioner,Secondary / secondary special,0.0
3660,-23145,"",Pensioner,Secondary / secondary special,0.0
3661,-23145,"",Pensioner,Secondary / secondary special,0.0
3662,-23145,"",Pensioner,Secondary / secondary special,0.0
3663,-10760,Laborers,Working,Secondary / secondary special,1.0
3664,-10760,Laborers,Working,Secondary / secondary special,1.0
3665,-10760,Laborers,Working,Secondary / secondary special,1.0
3666,-13073,Medicine staff,Working,Secondary / secondary special,1.0
3667,-13073,Medicine staff,Working,Secondary / secondary special,1.0
3668,-21177,"",Pensioner,Secondary / secondary special,0.0
3669,-21177,"",Pensioner,Secondary / secondary special,0.0
3670,-21177,"",Pensioner,Secondary / secondary special,0.0
3671,-21177,"",Pensioner,Secondary / secondary special,0.0
3672,-11279,Laborers,Working,Secondary / secondary special,1.0
3673,-11279,Laborers,Working,Secondary / secondary special,1.0
3674,-11279,Laborers,Working,Secondary / secondary special,1.0
3675,-16806,Sales staff,Commercial associate,Secondary / secondary special,1.0
3676,-16806,Sales staff,Commercial associate,Secondary / secondary special,1.0
3677,-13792,"",Commercial associate,Secondary / secondary special,0.0
3678,-13792,"",Commercial associate,Secondary / secondary special,0.0
3679,-23379,"",Pensioner,Higher education,0.0
3680,-23379,"",Pensioner,Higher education,0.0
3681,-23379,"",Pensioner,Higher education,0.0
3682,-23379,"",Pensioner,Higher education,0.0
3683,-23379,"",Pensioner,Higher education,0.0
3684,-23379,"",Pensioner,Higher education,0.0
3685,-23379,"",Pensioner,Higher education,0.0
3686,-23379,"",Pensioner,Higher education,0.0
3687,-12615,Cooking staff,Working,Higher education,0.0
3688,-12615,Cooking staff,Working,Higher education,0.0
3689,-12615,Cooking staff,Working,Higher education,0.0
3690,-12615,Cooking staff,Working,Higher education,0.0
3691,-12615,Cooking staff,Working,Higher education,0.0
3692,-12615,Cooking staff,Working,Higher education,0.0
3693,-12615,Cooking staff,Working,Higher education,0.0
3694,-12615,Cooking staff,Working,Higher education,0.0
3695,-21801,"",Pensioner,Lower secondary,1.0
3696,-21801,"",Pensioner,Lower secondary,1.0
3697,-8758,High skill tech staff,State servant,Incomplete higher,1.0
3698,-8758,High skill tech staff,State servant,Incomplete higher,1.0
3699,-11709,Laborers,Commercial associate,Secondary / secondary special,1.0
3700,-11709,Laborers,Commercial associate,Secondary / secondary special,1.0
3701,-11709,Laborers,Commercial associate,Secondary / secondary special,1.0
3702,-11709,Laborers,Commercial associate,Secondary / secondary special,1.0
3703,-11709,Laborers,Commercial associate,Secondary / secondary special,1.0
3704,-11709,Laborers,Commercial associate,Secondary / secondary special,1.0
3705,-16868,Laborers,Working,Secondary / secondary special,1.0
3706,-16868,Laborers,Working,Secondary / secondary special,1.0
3707,-16868,Laborers,Working,Secondary / secondary special,1.0
3708,-16868,Laborers,Working,Secondary / secondary special,1.0
3709,-16868,Laborers,Working,Secondary / secondary special,1.0
3710,-16819,Drivers,Working,Secondary / secondary special,1.0
3711,-21868,"",Pensioner,Lower secondary,1.0
3712,-21868,"",Pensioner,Lower secondary,1.0
3713,-21868,"",Pensioner,Lower secondary,1.0
3714,-21868,"",Pensioner,Lower secondary,1.0
3715,-20932,"",Pensioner,Secondary / secondary special,0.0
3716,-15156,Core staff,Working,Secondary / secondary special,1.0
3717,-15156,Core staff,Working,Secondary / secondary special,1.0
3718,-15156,Core staff,Working,Secondary / secondary special,1.0
3719,-15156,Core staff,Working,Secondary / secondary special,1.0
3720,-15156,Core staff,Working,Secondary / secondary special,1.0
3721,-10136,Laborers,Working,Higher education,1.0
3722,-10136,Laborers,Working,Higher education,1.0
3723,-10136,Laborers,Working,Higher education,1.0
3724,-10136,Laborers,Working,Higher education,1.0
3725,-10136,Laborers,Working,Higher education,1.0
3726,-24167,"",Pensioner,Secondary / secondary special,0.0
3727,-18826,"",Working,Secondary / secondary special,0.0
3728,-18826,"",Working,Secondary / secondary special,0.0
3729,-18826,"",Working,Secondary / secondary special,0.0
3730,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3731,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3732,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3733,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3734,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3735,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3736,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3737,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3738,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3739,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3740,-12691,Realty agents,Commercial associate,Secondary / secondary special,0.0
3741,-12288,Core staff,Working,Higher education,1.0
3742,-12288,Core staff,Working,Higher education,1.0
3743,-21135,"",Pensioner,Secondary / secondary special,0.0
3744,-21135,"",Pensioner,Secondary / secondary special,0.0
3745,-21135,"",Pensioner,Secondary / secondary special,0.0
3746,-21135,"",Pensioner,Secondary / secondary special,0.0
3747,-21135,"",Pensioner,Secondary / secondary special,0.0
3748,-21135,"",Pensioner,Secondary / secondary special,0.0
3749,-21135,"",Pensioner,Secondary / secondary special,0.0
3750,-21135,"",Pensioner,Secondary / secondary special,0.0
3751,-21135,"",Pensioner,Secondary / secondary special,0.0
3752,-21135,"",Pensioner,Secondary / secondary special,0.0
3753,-21135,"",Pensioner,Secondary / secondary special,0.0
3754,-21135,"",Pensioner,Secondary / secondary special,0.0
3755,-11400,Managers,Working,Higher education,1.0
3756,-11400,Managers,Working,Higher education,1.0
3757,-11400,Managers,Working,Higher education,1.0
3758,-11400,Managers,Working,Higher education,1.0
