Anonym_DAYS_BIRTH,Anonym_OCCUPATION_TYPE,prediction
[(-24202)-(-8603)],Employee,5
[(-25140)-(-9187)],Employee,2
[(-24831)-(-8351)],Employee,8
[(-24206)-(-7489)],Employee,5
[(-23646)-(-8655)],Employee,24
[(-24691)-(-9746)],Employee,6
[(-24206)-(-7489)],Employee,5
[(-24831)-(-9087)],Employee,19
[(-24278)-(-8363)],Employee,10
[(-23734)-(-8477)],Employee,18
[(-24482)-(-8488)],Employee,4
[(-24278)-(-8861)],Employee,21
[(-23646)-(-8533)],Employee,23
[(-24691)-(-9380)],Employee,0
[(-23442)-(-8527)],Employee,10
[(-24831)-(-8738)],Employee,17
[(-24482)-(-8489)],Employee,10
[(-24303)-(-8717)],Employee,17
[(-23768)-(-8520)],Employee,11
[(-23646)-(-8488)],Employee,7
[(-24831)-(-8351)],Employee,8
[(-24831)-(-8696)],Employee,6
[(-24629)-(-9190)],Employee,2
[(-24691)-(-9800)],Employee,7
[(-23886)-(-9839)],Employee,8
[(-24311)-(-8488)],Employee,1
[(-24278)-(-8363)],Employee,10
[(-24589)-(-8041)],Employee,9
[(-24278)-(-8363)],Employee,10
[(-24311)-(-8488)],Employee,1
[(-24691)-(-8717)],Employee,16
[(-24831)-(-8477)],Employee,1
[(-23442)-(-8527)],Employee,10
[(-24206)-(-9115)],Employee,3
[(-24278)-(-8861)],Employee,21
[(-24202)-(-8603)],Employee,5
[(-24691)-(-8475)],Employee,20
[(-23734)-(-8477)],Employee,18
[(-24691)-(-9800)],Employee,7
[(-24831)-(-8041)],Employee,6
[(-24691)-(-9746)],Employee,6
[(-23646)-(-8655)],Employee,24
[(-24691)-(-9380)],Employee,0
[(-24166)-(-8482)],Employee,16
[(-24691)-(-9746)],Employee,6
[(-24206)-(-7489)],Employee,5
[(-24831)-(-9387)],Employee,5
[(-24831)-(-8351)],Employee,8
[(-24691)-(-8477)],Employee,9
[(-23646)-(-8533)],Employee,23
[(-24278)-(-9235)],Employee,17
[(-22985)-(-9430)],Employee,2
[(-24166)-(-8179)],Employee,16
[(-24691)-(-8477)],Employee,9
[(-24166)-(-8209)],Employee,4
[(-24589)-(-9187)],Employee,0
[(-24166)-(-8209)],Employee,4
[(-23768)-(-8347)],Employee,18
[(-24166)-(-8041)],Employee,18
[(-23641)-(-8488)],Employee,1
[(-24831)-(-8351)],Employee,8
[(-25140)-(-8657)],Employee,4
[(-24831)-(-8738)],Employee,17
[(-23646)-(-8655)],Employee,24
[(-24067)-(-8533)],Employee,21
[(-24303)-(-9119)],Employee,15
[(-25140)-(-8111)],Employee,8
[(-24878)-(-8993)],Employee,20
[(-24691)-(-9800)],Employee,7
[(-24166)-(-8378)],Employee,22
[(-22985)-(-9430)],Employee,2
[(-23646)-(-8533)],Employee,23
[(-24691)-(-8717)],Employee,16
[(-24311)-(-8488)],Employee,1
[(-24831)-(-9387)],Employee,5
[(-24691)-(-8717)],Employee,16
[(-24742)-(-8717)],Employee,12
[(-23442)-(-8527)],Employee,10
[(-24482)-(-8488)],Employee,4
[(-23768)-(-9547)],Employee,11
[(-24166)-(-8482)],Employee,16
[(-24691)-(-9130)],Employee,2
[(-24166)-(-10138)],Employee,10
[(-23886)-(-8843)],Employee,19
[(-25140)-(-8657)],Employee,4
[(-24166)-(-8209)],Employee,4
[(-24206)-(-7489)],Employee,5
[(-24206)-(-8097)],Employee,10
[(-24166)-(-8179)],Employee,16
[(-24878)-(-9154)],Employee,18
[(-24831)-(-8182)],Employee,12
[(-24303)-(-8717)],Employee,17
[(-23641)-(-8488)],Employee,1
[(-23751)-(-8562)],Employee,19
[(-24691)-(-9190)],Employee,14
[(-24691)-(-8843)],Employee,13
[(-24482)-(-8488)],Employee,4
[(-24589)-(-8655)],Employee,22
[(-24691)-(-8717)],Employee,16
[(-25140)-(-9187)],Employee,2
[(-24878)-(-8489)],Employee,0
[(-24206)-(-7489)],Employee,5
[(-24166)-(-8477)],Employee,10
[(-24691)-(-9800)],Employee,7
[(-24831)-(-8041)],Employee,6
[(-24691)-(-9746)],Employee,6
[(-24878)-(-9928)],Employee,3
[(-24878)-(-8655)],Employee,14
[(-24831)-(-8738)],Employee,17
[(-24831)-(-8182)],Employee,12
[(-23646)-(-8488)],Employee,7
[(-24166)-(-8378)],Employee,22
[(-24166)-(-8378)],Employee,22
[(-24831)-(-8738)],Employee,17
[(-23768)-(-8520)],Employee,11
[(-23868)-(-8533)],Employee,5
[(-24303)-(-8717)],Employee,17
[(-24589)-(-8696)],Employee,13
[(-24878)-(-8655)],Employee,14
[(-24202)-(-8696)],Employee,23
[(-24691)-(-8111)],Employee,21
[(-24831)-(-8696)],Employee,6
[(-24878)-(-8655)],Employee,14
[(-24878)-(-7723)],Employee,5
[(-24878)-(-8655)],Employee,14
[(-24831)-(-8477)],Employee,1
[(-24831)-(-8696)],Employee,6
[(-23646)-(-8533)],Employee,23
[(-24691)-(-8843)],Employee,13
[(-23641)-(-8488)],Employee,1
[(-24831)-(-8041)],Employee,6
[(-24691)-(-9115)],Employee,1
[(-24311)-(-8488)],Employee,1
[(-24878)-(-8489)],Employee,0
[(-24482)-(-9413)],Employee,11
[(-24166)-(-10138)],Employee,10
[(-24878)-(-9928)],Employee,3
[(-24878)-(-7723)],Employee,5
[(-24831)-(-8781)],Employee,6
[(-24878)-(-8655)],Employee,14
[(-24482)-(-8488)],Employee,4
[(-24691)-(-9115)],Employee,1
[(-24311)-(-8488)],Employee,1
[(-24831)-(-8145)],Employee,5
[(-24831)-(-8041)],Employee,6
[(-24831)-(-8696)],Employee,6
[(-23768)-(-8347)],Employee,18
[(-24482)-(-8489)],Employee,10
[(-24831)-(-8145)],Employee,5
[(-24067)-(-8533)],Employee,21
[(-24482)-(-8489)],Employee,10
[(-24878)-(-8655)],Employee,14
[(-24278)-(-8993)],Employee,3
[(-24831)-(-8041)],Employee,6
[(-24878)-(-7723)],Employee,5
[(-23570)-(-8568)],Employee,5
[(-23886)-(-8843)],Employee,19
[(-24878)-(-8568)],Employee,16
[(-25140)-(-8111)],Employee,8
[(-24166)-(-8843)],Employee,14
[(-24831)-(-8696)],Employee,6
[(-24831)-(-8145)],Employee,5
[(-25140)-(-9187)],Employee,2
[(-24589)-(-8655)],Employee,22
[(-23751)-(-8562)],Employee,19
[(-24691)-(-8655)],Employee,6
[(-24482)-(-9080)],Employee,15
[(-24166)-(-8843)],Employee,14
[(-24629)-(-9190)],Employee,2
[(-24878)-(-8489)],Employee,0
[(-24278)-(-8861)],Employee,21
[(-24831)-(-8475)],Employee,3
[(-24831)-(-8351)],Employee,8
[(-23570)-(-8568)],Employee,5
[(-24202)-(-8696)],Employee,23
[(-24206)-(-7489)],Employee,5
[(-24629)-(-9190)],Employee,2
[(-23768)-(-9547)],Employee,11
[(-24278)-(-8363)],Employee,10
[(-24691)-(-9380)],Employee,0
[(-24831)-(-8145)],Employee,5
[(-24589)-(-8696)],Employee,13
[(-23570)-(-8568)],Employee,5
[(-24691)-(-9190)],Employee,14
[(-24206)-(-7489)],Employee,5
[(-24691)-(-9746)],Employee,6
[(-24878)-(-8489)],Employee,0
[(-24311)-(-8655)],Employee,11
[(-24629)-(-9190)],Employee,2
[(-23886)-(-9080)],Employee,1
[(-24878)-(-8655)],Employee,14
[(-23303)-(-8182)],Employee,18
[(-24166)-(-10138)],Employee,10
[(-23868)-(-8231)],Employee,22
[(-24831)-(-8041)],Employee,6
[(-24589)-(-7723)],Employee,4
[(-23886)-(-8843)],Employee,19
[(-24691)-(-8534)],Employee,23
[(-24067)-(-8533)],Employee,21
[(-24691)-(-9800)],Employee,7
[(-23886)-(-8843)],Employee,19
[(-24831)-(-9087)],Employee,19
[(-24831)-(-8145)],Employee,5
[(-24589)-(-7723)],Employee,4
[(-25140)-(-8111)],Employee,8
[(-24831)-(-8696)],Employee,6
[(-24166)-(-8477)],Employee,10
[(-24691)-(-8527)],Employee,14
[(-24691)-(-8527)],Employee,14
[(-23886)-(-8843)],Employee,19
[(-24878)-(-9928)],Employee,3
[(-24166)-(-10138)],Employee,10
[(-23570)-(-8568)],Employee,5
[(-23641)-(-8488)],Employee,1
[(-24691)-(-8475)],Employee,20
[(-24166)-(-8843)],Employee,14
[(-24691)-(-8475)],Employee,20
[(-23641)-(-8488)],Employee,1
[(-24202)-(-8603)],Employee,5
[(-24831)-(-8477)],Employee,1
[(-24482)-(-8488)],Employee,4
[(-24206)-(-8097)],Employee,10
[(-24878)-(-9417)],Employee,2
[(-24691)-(-8655)],Employee,6
[(-23646)-(-8533)],Employee,23
[(-23442)-(-8527)],Employee,10
[(-23868)-(-8533)],Employee,5
[(-24067)-(-8533)],Employee,21
[(-24166)-(-8477)],Employee,10
[(-22985)-(-9430)],Employee,2
[(-25140)-(-8111)],Employee,8
[(-24691)-(-9380)],Employee,0
[(-23768)-(-9547)],Employee,11
[(-23734)-(-8477)],Employee,18
[(-24589)-(-9187)],Employee,0
[(-24067)-(-8533)],Employee,21
[(-24831)-(-8145)],Employee,5
[(-24166)-(-9075)],Employee,19
[(-23868)-(-8231)],Employee,22
[(-24691)-(-8655)],Employee,6
[(-24166)-(-8209)],Employee,4
[(-24589)-(-8041)],Employee,9
[(-24878)-(-8489)],Employee,0
[(-25140)-(-9187)],Employee,2
[(-24878)-(-8489)],Employee,0
[(-24482)-(-9080)],Employee,15
[(-23641)-(-8488)],Employee,1
[(-24278)-(-8993)],Employee,3
[(-24831)-(-8781)],Employee,6
[(-23641)-(-8488)],Employee,1
[(-24691)-(-9800)],Employee,7
[(-24482)-(-8489)],Employee,10
[(-24202)-(-8603)],Employee,5
[(-24589)-(-7723)],Employee,4
[(-24831)-(-8520)],Employee,2
[(-25140)-(-8657)],Employee,4
[(-24691)-(-8475)],Employee,20
[(-24278)-(-8861)],Employee,21
[(-24206)-(-9115)],Employee,3
[(-23768)-(-9547)],Employee,11
[(-24278)-(-8861)],Employee,21
[(-24206)-(-7489)],Employee,5
[(-25140)-(-8111)],Employee,8
[(-24482)-(-8489)],Employee,10
[(-24831)-(-8520)],Employee,2
[(-24878)-(-8489)],Employee,0
[(-24067)-(-8533)],Employee,21
[(-24202)-(-8696)],Employee,23
[(-24206)-(-8097)],Employee,10
[(-24831)-(-9387)],Employee,5
[(-24202)-(-8603)],Employee,5
[(-24831)-(-8738)],Employee,17
[(-24691)-(-8477)],Employee,9
[(-24691)-(-8843)],Employee,13
[(-24831)-(-8738)],Employee,17
[(-24691)-(-9461)],Employee,11
[(-24589)-(-8488)],Employee,12
[(-24482)-(-9413)],Employee,11
[(-24166)-(-8482)],Employee,16
[(-24166)-(-8482)],Employee,16
[(-24166)-(-8179)],Employee,16
[(-24691)-(-9461)],Employee,11
[(-24831)-(-8477)],Employee,1
[(-24691)-(-8475)],Employee,20
[(-24202)-(-8603)],Employee,5
[(-23570)-(-8568)],Employee,5
[(-23886)-(-9839)],Employee,8
[(-24878)-(-8655)],Employee,14
[(-24691)-(-9115)],Employee,1
[(-24166)-(-9075)],Employee,19
[(-24878)-(-8489)],Employee,0
[(-24691)-(-9190)],Employee,14
[(-24166)-(-8041)],Employee,18
[(-23886)-(-9839)],Employee,8
[(-24878)-(-8568)],Employee,16
[(-24303)-(-9119)],Employee,15
[(-24482)-(-8489)],Employee,10
[(-24831)-(-8781)],Employee,6
[(-24166)-(-8041)],Employee,18
[(-24691)-(-8534)],Employee,23
[(-23768)-(-9547)],Employee,11
[(-24742)-(-8717)],Employee,12
[(-24831)-(-8351)],Employee,8
[(-25140)-(-8657)],Employee,4
[(-24589)-(-7723)],Employee,4
[(-23646)-(-8655)],Employee,24
[(-24575)-(-9270)],Employee,13
[(-24589)-(-8041)],Employee,9
[(-24691)-(-9800)],Employee,7
[(-24691)-(-9380)],Employee,0
[(-23868)-(-8533)],Employee,5
[(-24589)-(-8696)],Employee,13
[(-24691)-(-9130)],Employee,2
[(-24691)-(-8843)],Employee,13
[(-24691)-(-9115)],Employee,1
[(-24166)-(-10138)],Employee,10
[(-24482)-(-9080)],Employee,15
[(-23886)-(-9080)],Employee,1
[(-24575)-(-9270)],Employee,13
[(-23303)-(-8182)],Employee,18
[(-24278)-(-8993)],Employee,3
[(-24206)-(-9115)],Employee,3
[(-24206)-(-7489)],Employee,5
[(-23734)-(-8477)],Employee,18
[(-24482)-(-8489)],Employee,10
[(-24831)-(-8738)],Employee,17
[(-23570)-(-8568)],Employee,5
[(-24691)-(-9130)],Employee,2
[(-25140)-(-8111)],Employee,8
[(-25140)-(-8111)],Employee,8
[(-24691)-(-9130)],Employee,2
[(-24278)-(-8893)],Employee,21
[(-24589)-(-8696)],Employee,13
[(-23768)-(-8520)],Employee,11
[(-25140)-(-9187)],Employee,2
[(-24166)-(-8209)],Employee,4
[(-25140)-(-9187)],Employee,2
[(-24206)-(-9115)],Employee,3
[(-24831)-(-8781)],Employee,6
[(-23886)-(-9839)],Employee,8
[(-24691)-(-9746)],Employee,6
[(-24166)-(-10138)],Employee,10
[(-24691)-(-9746)],Employee,6
[(-24303)-(-8717)],Employee,17
[(-24589)-(-7723)],Employee,4
[(-24691)-(-8111)],Employee,21
[(-24831)-(-9087)],Employee,19
[(-23768)-(-8520)],Employee,11
[(-23646)-(-8655)],Employee,24
[(-24831)-(-8520)],Employee,2
[(-23646)-(-8533)],Employee,23
[(-23734)-(-8477)],Employee,18
[(-24303)-(-9119)],Employee,15
[(-23646)-(-8488)],Employee,7
[(-24278)-(-8861)],Employee,21
[(-23442)-(-8477)],Employee,8
[(-24166)-(-8477)],Employee,10
[(-23768)-(-8347)],Employee,18
[(-24691)-(-8477)],Employee,9
[(-24691)-(-8534)],Employee,23
[(-24831)-(-8145)],Employee,5
[(-24575)-(-9270)],Employee,13
[(-23646)-(-8655)],Employee,24
[(-24067)-(-8533)],Employee,21
[(-24166)-(-9075)],Employee,19
[(-23734)-(-8477)],Employee,18
[(-24878)-(-7723)],Employee,5
[(-23646)-(-8533)],Employee,23
[(-24589)-(-8696)],Employee,13
[(-24691)-(-8843)],Employee,13
[(-22985)-(-9430)],Employee,2
[(-24278)-(-8363)],Employee,10
[(-24589)-(-9187)],Employee,0
[(-24691)-(-8527)],Employee,14
[(-24311)-(-8655)],Employee,11
[(-24691)-(-9800)],Employee,7
[(-24206)-(-8097)],Employee,10
[(-24166)-(-8041)],Employee,18
[(-23886)-(-8843)],Employee,19
[(-24166)-(-8179)],Employee,16
[(-23768)-(-9547)],Employee,11
[(-24166)-(-8477)],Employee,10
[(-24311)-(-8488)],Employee,1
[(-24878)-(-8993)],Employee,20
[(-24691)-(-8655)],Employee,6
[(-24878)-(-8993)],Employee,20
[(-24831)-(-8475)],Employee,3
[(-24166)-(-8209)],Employee,4
[(-24878)-(-7723)],Employee,5
[(-24482)-(-8488)],Employee,4
[(-24311)-(-8488)],Employee,1
[(-24482)-(-8488)],Employee,4
[(-24831)-(-9087)],Employee,19
[(-24278)-(-8893)],Employee,21
[(-24831)-(-8041)],Employee,6
[(-24691)-(-9746)],Employee,6
[(-24831)-(-8041)],Employee,6
[(-24202)-(-8696)],Employee,23
[(-24206)-(-7489)],Employee,5
[(-24691)-(-8111)],Employee,21
[(-25140)-(-8657)],Employee,4
[(-24878)-(-8655)],Employee,14
[(-22985)-(-9430)],Employee,2
[(-23768)-(-8347)],Employee,18
[(-24589)-(-9187)],Employee,0
[(-24166)-(-8378)],Employee,22
[(-23751)-(-8562)],Employee,19
[(-24589)-(-8488)],Employee,12
[(-23768)-(-8347)],Employee,18
[(-24691)-(-9380)],Employee,0
[(-23646)-(-8533)],Employee,23
[(-24831)-(-8781)],Employee,6
[(-24831)-(-8696)],Employee,6
[(-24166)-(-8482)],Employee,16
[(-24691)-(-8527)],Employee,14
[(-25140)-(-8657)],Employee,4
[(-24691)-(-8527)],Employee,14
[(-23303)-(-8182)],Employee,18
[(-24589)-(-7723)],Employee,4
[(-24878)-(-7723)],Employee,5
[(-24831)-(-8477)],Employee,1
[(-24691)-(-8477)],Employee,9
[(-24166)-(-8179)],Employee,16
[(-23734)-(-8477)],Employee,18
[(-23442)-(-8477)],Employee,8
[(-24166)-(-8477)],Employee,10
[(-24831)-(-8520)],Employee,2
[(-24482)-(-9413)],Employee,11
[(-24202)-(-8603)],Employee,5
[(-24691)-(-9746)],Employee,6
[(-24691)-(-9380)],Employee,0
[(-24691)-(-8477)],Employee,9
[(-24589)-(-8696)],Employee,13
[(-25140)-(-8657)],Employee,4
[(-24691)-(-8534)],Employee,23
[(-24166)-(-8378)],Employee,22
[(-24202)-(-8603)],Employee,5
[(-24691)-(-8475)],Employee,20
[(-24206)-(-7489)],Employee,5
[(-24831)-(-8041)],Employee,6
[(-24278)-(-8363)],Employee,10
[(-24589)-(-8041)],Employee,9
[(-24831)-(-8145)],Employee,5
[(-24691)-(-9746)],Employee,6
[(-24691)-(-9461)],Employee,11
[(-24311)-(-8488)],Employee,1
[(-23442)-(-8477)],Employee,8
[(-23442)-(-8527)],Employee,10
[(-24166)-(-8477)],Employee,10
[(-24303)-(-9119)],Employee,15
[(-23442)-(-8527)],Employee,10
[(-24831)-(-8145)],Employee,5
[(-23641)-(-8488)],Employee,1
[(-25140)-(-8111)],Employee,8
[(-23751)-(-8562)],Employee,19
[(-23886)-(-8843)],Employee,19
[(-24831)-(-8781)],Employee,6
[(-23641)-(-8488)],Employee,1
[(-24206)-(-8097)],Employee,10
[(-24691)-(-9746)],Employee,6
[(-24691)-(-8843)],Employee,13
[(-24831)-(-8475)],Employee,3
[(-24691)-(-8534)],Employee,23
[(-24482)-(-9413)],Employee,11
[(-24589)-(-8655)],Employee,22
[(-24482)-(-9080)],Employee,15
[(-24691)-(-8655)],Employee,6
[(-24166)-(-8378)],Employee,22
[(-24831)-(-8781)],Employee,6
[(-24278)-(-8861)],Employee,21
[(-24831)-(-8182)],Employee,12
[(-25140)-(-8657)],Employee,4
[(-24589)-(-8696)],Employee,13
[(-24482)-(-8489)],Employee,10
[(-24589)-(-9187)],Employee,0
[(-23768)-(-8520)],Employee,11
[(-24831)-(-9087)],Employee,19
[(-24166)-(-8179)],Employee,16
[(-24691)-(-8655)],Employee,6
[(-24878)-(-7723)],Employee,5
[(-23442)-(-8477)],Employee,8
[(-24202)-(-8603)],Employee,5
[(-24691)-(-9800)],Employee,7
[(-24691)-(-8111)],Employee,21
[(-24831)-(-8477)],Employee,1
[(-23868)-(-8231)],Employee,22
[(-24166)-(-8482)],Employee,16
[(-24166)-(-8378)],Employee,22
[(-24831)-(-8477)],Employee,1
[(-24831)-(-8781)],Employee,6
[(-24589)-(-8041)],Employee,9
[(-24482)-(-8489)],Employee,10
[(-24878)-(-8568)],Employee,16
[(-24878)-(-8993)],Employee,20
[(-24278)-(-8363)],Employee,10
[(-24166)-(-8041)],Employee,18
[(-24278)-(-9235)],Employee,17
[(-23886)-(-9839)],Employee,8
[(-24691)-(-8111)],Employee,21
[(-23570)-(-8568)],Employee,5
[(-23303)-(-8182)],Employee,18
[(-23303)-(-8182)],Employee,18
[(-24589)-(-9187)],Employee,0
[(-23442)-(-8477)],Employee,8
[(-24278)-(-8861)],Employee,21
[(-24831)-(-8475)],Employee,3
[(-24742)-(-8717)],Employee,12
[(-24831)-(-9087)],Employee,19
[(-23868)-(-8533)],Employee,5
[(-24831)-(-9087)],Employee,19
[(-23751)-(-8562)],Employee,19
[(-24831)-(-8781)],Employee,6
[(-24831)-(-8041)],Employee,6
[(-24278)-(-8893)],Employee,21
[(-23768)-(-8347)],Employee,18
[(-24311)-(-8488)],Employee,1
[(-23768)-(-8520)],Employee,11
[(-24589)-(-8696)],Employee,13
[(-24691)-(-8111)],Employee,21
[(-24878)-(-8655)],Employee,14
[(-24278)-(-8993)],Employee,3
[(-24691)-(-8717)],Employee,16
[(-23886)-(-8843)],Employee,19
[(-24878)-(-8655)],Employee,14
[(-23442)-(-8527)],Employee,10
[(-24206)-(-8097)],Employee,10
[(-24303)-(-8717)],Employee,17
[(-24691)-(-8527)],Employee,14
[(-23442)-(-8527)],Employee,10
[(-24278)-(-8893)],Employee,21
[(-24831)-(-8477)],Employee,1
[(-23886)-(-8843)],Employee,19
[(-24878)-(-8655)],Employee,14
[(-24166)-(-8209)],Employee,4
[(-24878)-(-9154)],Employee,18
[(-24831)-(-8182)],Employee,12
[(-24311)-(-8655)],Employee,11
[(-24482)-(-8489)],Employee,10
[(-24831)-(-8041)],Employee,6
[(-24589)-(-8488)],Employee,12
[(-24166)-(-8179)],Employee,16
[(-24166)-(-10138)],Employee,10
[(-24278)-(-8363)],Employee,10
[(-23442)-(-8477)],Employee,8
[(-24878)-(-8993)],Employee,20
[(-24589)-(-7723)],Employee,4
[(-24482)-(-8488)],Employee,4
[(-24589)-(-9187)],Employee,0
[(-24742)-(-8717)],Employee,12
[(-24589)-(-8041)],Employee,9
[(-24589)-(-8488)],Employee,12
[(-23868)-(-8231)],Employee,22
[(-24166)-(-8209)],Employee,4
[(-24278)-(-8363)],Employee,10
[(-24691)-(-9380)],Employee,0
[(-24589)-(-9187)],Employee,0
[(-24278)-(-8363)],Employee,10
[(-24589)-(-8696)],Employee,13
[(-24202)-(-8603)],Employee,5
[(-24166)-(-10138)],Employee,10
[(-23646)-(-8488)],Employee,7
[(-23641)-(-8488)],Employee,1
[(-24878)-(-9928)],Employee,3
[(-22985)-(-9430)],Employee,2
[(-24691)-(-8534)],Employee,23
[(-24278)-(-8993)],Employee,3
[(-24575)-(-9270)],Employee,13
[(-24303)-(-8717)],Employee,17
[(-24878)-(-7723)],Employee,5
[(-24482)-(-8488)],Employee,4
[(-24691)-(-8534)],Employee,23
[(-23768)-(-8347)],Employee,18
[(-24166)-(-9075)],Employee,19
[(-23646)-(-8488)],Employee,7
[(-24067)-(-8533)],Employee,21
[(-24166)-(-8477)],Employee,10
[(-24691)-(-9461)],Employee,11
[(-24206)-(-8097)],Employee,10
[(-24206)-(-8097)],Employee,10
[(-24206)-(-8097)],Employee,10
[(-24691)-(-9800)],Employee,7
[(-24482)-(-8489)],Employee,10
[(-24311)-(-8655)],Employee,11
[(-24311)-(-8488)],Employee,1
[(-24691)-(-9800)],Employee,7
[(-24878)-(-9154)],Employee,18
[(-24831)-(-8781)],Employee,6
[(-24575)-(-9270)],Employee,13
[(-24166)-(-9075)],Employee,19
[(-24278)-(-8363)],Employee,10
[(-24831)-(-8696)],Employee,6
[(-23751)-(-8562)],Employee,19
[(-24831)-(-8041)],Employee,6
[(-24831)-(-8182)],Employee,12
[(-24742)-(-8069)],Employee,17
[(-24691)-(-9800)],Employee,7
[(-23646)-(-8533)],Employee,23
[(-24278)-(-9235)],Employee,17
[(-23868)-(-8533)],Employee,5
[(-24278)-(-9235)],Employee,17
[(-23886)-(-9080)],Employee,1
[(-24878)-(-8655)],Employee,14
[(-24589)-(-8696)],Employee,13
[(-24278)-(-8861)],Employee,21
[(-24878)-(-9154)],Employee,18
[(-24831)-(-9087)],Employee,19
[(-23751)-(-8562)],Employee,19
[(-24691)-(-9746)],Employee,6
[(-24691)-(-9130)],Employee,2
[(-24303)-(-9119)],Employee,15
[(-24831)-(-8145)],Employee,5
[(-24691)-(-8717)],Employee,16
[(-24691)-(-8527)],Employee,14
[(-24589)-(-7723)],Employee,4
[(-24206)-(-8097)],Employee,10
[(-24831)-(-8477)],Employee,1
[(-23641)-(-8488)],Employee,1
[(-24166)-(-10138)],Employee,10
[(-24878)-(-7723)],Employee,5
[(-24589)-(-8041)],Employee,9
[(-24166)-(-8179)],Employee,16
[(-23886)-(-9080)],Employee,1
[(-23768)-(-8347)],Employee,18
[(-23886)-(-8843)],Employee,19
[(-24691)-(-9746)],Employee,6
[(-22985)-(-9430)],Employee,2
[(-24878)-(-9154)],Employee,18
[(-24166)-(-8179)],Employee,16
[(-24166)-(-8209)],Employee,4
[(-25140)-(-8111)],Employee,8
[(-24166)-(-9075)],Employee,19
[(-23646)-(-8655)],Employee,24
[(-24691)-(-9380)],Employee,0
[(-24691)-(-8534)],Employee,23
[(-24482)-(-9413)],Employee,11
[(-24691)-(-9380)],Employee,0
[(-24878)-(-9154)],Employee,18
[(-24878)-(-8993)],Employee,20
[(-24166)-(-8179)],Employee,16
[(-24278)-(-9235)],Employee,17
[(-23751)-(-8562)],Employee,19
[(-24831)-(-8696)],Employee,6
[(-24691)-(-8534)],Employee,23
[(-22985)-(-9430)],Employee,2
[(-25140)-(-9187)],Employee,2
[(-24166)-(-9075)],Employee,19
[(-23734)-(-8477)],Employee,18
[(-24589)-(-8488)],Employee,12
[(-24206)-(-9115)],Employee,3
[(-24311)-(-8655)],Employee,11
[(-24303)-(-8717)],Employee,17
[(-24629)-(-9190)],Employee,2
[(-24691)-(-9746)],Employee,6
[(-24691)-(-9461)],Employee,11
[(-24691)-(-9380)],Employee,0
[(-24589)-(-8041)],Employee,9
[(-24482)-(-8489)],Employee,10
[(-23442)-(-8527)],Employee,10
[(-24691)-(-8477)],Employee,9
[(-23641)-(-8488)],Employee,1
[(-24831)-(-8781)],Employee,6
[(-24691)-(-8717)],Employee,16
[(-24166)-(-8482)],Employee,16
[(-23768)-(-8347)],Employee,18
[(-24166)-(-8378)],Employee,22
[(-24878)-(-8655)],Employee,14
[(-24742)-(-8069)],Employee,17
[(-24691)-(-9746)],Employee,6
[(-24206)-(-7489)],Employee,5
[(-24278)-(-8861)],Employee,21
[(-24691)-(-8111)],Employee,21
[(-24482)-(-9080)],Employee,15
[(-23570)-(-8568)],Employee,5
[(-23646)-(-8533)],Employee,23
[(-23886)-(-8843)],Employee,19
[(-24166)-(-8209)],Employee,4
[(-24691)-(-8475)],Employee,20
[(-23646)-(-8533)],Employee,23
[(-24206)-(-8097)],Employee,10
[(-24691)-(-8477)],Employee,9
[(-24482)-(-8489)],Employee,10
[(-24166)-(-9075)],Employee,19
[(-24691)-(-9190)],Employee,14
[(-24831)-(-8041)],Employee,6
[(-23768)-(-9547)],Employee,11
[(-23303)-(-8182)],Employee,18
[(-24589)-(-8041)],Employee,9
[(-24482)-(-9080)],Employee,15
[(-24878)-(-8568)],Employee,16
[(-24831)-(-8696)],Employee,6
[(-24166)-(-8477)],Employee,10
[(-24691)-(-8477)],Employee,9
[(-24691)-(-8534)],Employee,23
[(-24278)-(-8363)],Employee,10
[(-24831)-(-8145)],Employee,5
[(-24589)-(-8696)],Employee,13
[(-24742)-(-8069)],Employee,17
[(-23768)-(-9547)],Employee,11
[(-24831)-(-8781)],Employee,6
[(-24166)-(-10138)],Employee,10
[(-24311)-(-8655)],Employee,11
[(-23886)-(-9839)],Employee,8
[(-23641)-(-8488)],Employee,1
[(-25140)-(-8111)],Employee,8
[(-24278)-(-8861)],Employee,21
[(-24278)-(-8861)],Employee,21
[(-24166)-(-8378)],Employee,22
[(-23646)-(-8655)],Employee,24
[(-24166)-(-10138)],Employee,10
[(-24742)-(-8717)],Employee,12
[(-24831)-(-8145)],Employee,5
[(-24278)-(-8993)],Employee,3
[(-24742)-(-8069)],Employee,17
[(-24878)-(-9928)],Employee,3
[(-24691)-(-9461)],Employee,11
[(-24691)-(-9746)],Employee,6
[(-24831)-(-8145)],Employee,5
[(-24482)-(-8488)],Employee,4
[(-24831)-(-9387)],Employee,5
[(-23886)-(-8843)],Employee,19
[(-23303)-(-8182)],Employee,18
[(-24831)-(-8145)],Employee,5
[(-24691)-(-9130)],Employee,2
[(-24575)-(-9270)],Employee,13
[(-23303)-(-8182)],Employee,18
[(-24691)-(-8655)],Employee,6
[(-24278)-(-9235)],Employee,17
[(-24166)-(-8041)],Employee,18
[(-24589)-(-9187)],Employee,0
[(-24589)-(-9187)],Employee,0
[(-23570)-(-8568)],Employee,5
[(-24878)-(-9154)],Employee,18
[(-23442)-(-8527)],Employee,10
[(-24067)-(-8533)],Employee,21
