id,age,race,sex,workclass,income,prediction
2334,35,White,Male,Private,<=50K,1
2335,51,White,Male,Private,>50K,0
2336,19,White,Female,Private,<=50K,0
2337,41,White,Male,Private,<=50K,1
2338,22,White,Male,Private,<=50K,1
2339,23,White,Female,Private,<=50K,0
2340,36,Asian-Pac-Islander,Male,Private,>50K,1
2341,27,White,Female,?,<=50K,0
2342,45,White,Male,Private,<=50K,0
2343,23,White,Male,Self-emp-not-inc,<=50K,1
2344,21,Black,Female,Private,<=50K,1
2345,44,White,Male,Private,>50K,0
2346,29,White,Male,Private,>50K,0
2347,36,White,Male,Self-emp-not-inc,<=50K,1
2348,18,White,Male,Private,<=50K,1
2349,62,White,Male,Self-emp-not-inc,>50K,1
2350,25,Black,Male,Federal-gov,<=50K,1
2351,34,White,Female,Private,<=50K,1
2352,31,White,Female,Private,>50K,0
2353,37,White,Male,Private,>50K,0
2354,33,White,Male,Private,<=50K,1
2355,22,White,Female,?,<=50K,1
2356,28,White,Male,Private,<=50K,0
2357,22,White,Male,?,<=50K,0
2358,47,White,Male,Private,>50K,1
2359,67,White,Male,?,<=50K,1
2360,20,White,Male,?,<=50K,0
2361,34,White,Male,Private,<=50K,1
2362,26,White,Male,Private,>50K,1
2363,36,White,Male,Private,>50K,0
2364,28,White,Male,Private,<=50K,0
2365,22,Black,Male,Private,<=50K,1
2366,47,Black,Female,Private,<=50K,1
2367,33,White,Male,Private,<=50K,0
2368,34,White,Female,Self-emp-inc,>50K,0
2369,25,White,Male,Private,<=50K,1
2370,37,White,Male,Private,<=50K,0
2371,36,White,Male,State-gov,<=50K,0
2372,61,White,Male,Local-gov,<=50K,1
2373,74,White,Male,?,<=50K,1
2374,57,White,Male,Private,<=50K,0
2375,55,White,Male,Private,<=50K,0
2376,20,Black,Female,Private,<=50K,1
2377,43,Black,Female,Private,<=50K,1
2378,54,White,Male,Private,>50K,0
2379,25,White,Female,Private,<=50K,0
2380,42,White,Male,Private,<=50K,1
2381,23,White,Female,?,<=50K,0
2382,17,White,Male,Private,<=50K,0
2383,39,White,Male,?,<=50K,1
2384,63,Amer-Indian-Eskimo,Female,Private,<=50K,1
2385,19,White,Female,Private,<=50K,0
2386,56,White,Male,Self-emp-inc,>50K,0
2387,33,White,Male,Self-emp-not-inc,>50K,1
2388,37,White,Male,Private,<=50K,1
2389,27,White,Male,Private,<=50K,0
2390,36,White,Male,Local-gov,<=50K,1
2391,30,White,Male,Self-emp-inc,>50K,0
2392,22,White,Male,Private,<=50K,0
2393,35,White,Male,Private,<=50K,1
2394,20,White,Male,Private,<=50K,1
2395,18,White,Female,Private,<=50K,1
2396,25,White,Male,Private,<=50K,0
2397,53,White,Female,Private,>50K,0
2398,21,White,Female,?,<=50K,1
2399,19,White,Female,Private,<=50K,1
2400,34,White,Male,Private,<=50K,0
2401,32,Black,Female,State-gov,<=50K,1
2402,20,Amer-Indian-Eskimo,Male,Private,<=50K,1
2403,70,White,Male,Private,<=50K,0
2404,57,White,Male,Private,>50K,0
2405,54,White,Male,Private,<=50K,1
2406,34,White,Male,Private,<=50K,1
2407,48,White,Male,Private,>50K,0
2408,42,White,Female,Private,<=50K,0
2409,45,White,Male,Private,<=50K,1
2410,27,White,Male,Private,<=50K,1
2411,51,White,Male,Private,<=50K,0
2412,36,White,Female,Local-gov,<=50K,1
2413,33,Asian-Pac-Islander,Male,Private,<=50K,1
2414,50,White,Male,Private,<=50K,0
2415,44,White,Male,Private,>50K,0
2416,39,White,Male,Local-gov,>50K,1
2417,55,White,Male,Self-emp-not-inc,<=50K,1
2418,24,White,Female,Private,<=50K,0
2419,35,White,Male,Private,<=50K,0
2420,32,White,Male,Self-emp-not-inc,<=50K,0
2421,66,White,Male,?,>50K,1
2422,68,White,Female,Private,<=50K,0
2423,29,White,Male,Private,<=50K,1
2424,24,White,Male,Self-emp-not-inc,<=50K,1
2425,61,White,Male,Private,<=50K,0
2426,34,White,Male,Private,>50K,0
2427,55,White,Male,Self-emp-inc,>50K,1
2428,20,White,Male,?,<=50K,1
2429,41,White,Female,Private,<=50K,0
2430,36,White,Male,Self-emp-not-inc,<=50K,1
2431,60,White,Male,Private,>50K,0
2432,61,White,Male,Self-emp-not-inc,>50K,1
2433,35,Asian-Pac-Islander,Male,Private,<=50K,0
2434,42,White,Male,State-gov,>50K,1
2435,26,White,Male,Private,<=50K,1
2436,44,Black,Female,Local-gov,<=50K,0
2437,31,White,Male,State-gov,<=50K,0
2438,39,Black,Male,State-gov,<=50K,1
2439,20,White,Female,Private,<=50K,1
2440,32,White,Male,Self-emp-inc,<=50K,1
2441,32,White,Male,Self-emp-not-inc,<=50K,1
2442,61,Black,Male,Private,<=50K,0
2443,54,White,Female,Local-gov,<=50K,1
2444,23,White,Male,Private,<=50K,0
2445,19,White,Male,Private,<=50K,1
2446,31,Amer-Indian-Eskimo,Male,Private,<=50K,1
2447,35,White,Male,Private,<=50K,0
2448,29,White,Female,Private,<=50K,1
2449,29,Black,Female,Local-gov,<=50K,1
2450,25,White,Female,Private,<=50K,0
2451,46,White,Female,Private,<=50K,1
2452,35,White,Female,Private,<=50K,1
2453,20,Other,Male,Private,<=50K,0
2454,24,White,Female,Self-emp-not-inc,<=50K,1
2455,48,White,Female,Private,<=50K,0
2456,37,White,Female,Private,<=50K,1
2457,60,White,Male,Self-emp-not-inc,<=50K,1
2458,39,White,Male,Private,<=50K,0
2459,29,White,Female,Local-gov,<=50K,1
2460,31,White,Male,Self-emp-not-inc,<=50K,0
2461,38,White,Male,Private,>50K,0
2462,26,White,Male,Self-emp-not-inc,<=50K,1
2463,64,White,Male,Private,>50K,1
2464,46,Black,Male,Private,<=50K,0
2465,69,White,Male,?,<=50K,1
2466,39,White,Male,Private,>50K,0
2467,48,White,Female,Private,<=50K,1
2468,46,White,Female,Private,<=50K,0
2469,42,White,Male,Private,<=50K,0
2470,39,Black,Female,Self-emp-not-inc,>50K,1
2471,50,White,Male,Federal-gov,>50K,0
2472,24,White,Female,Private,<=50K,0
2473,30,White,Female,Private,>50K,1
2474,39,White,Male,Self-emp-inc,>50K,1
2475,29,White,Male,Self-emp-not-inc,<=50K,0
2476,23,White,Female,Private,<=50K,1
2477,21,White,Male,?,<=50K,0
2478,32,White,Male,Private,<=50K,1
2479,69,White,Male,Self-emp-inc,<=50K,0
2480,55,White,Male,Private,<=50K,1
2481,41,White,Male,Private,<=50K,1
2482,44,White,Male,Self-emp-inc,>50K,0
2483,18,White,Male,Private,<=50K,0
2484,74,White,Male,Self-emp-not-inc,<=50K,1
2485,40,White,Male,Private,>50K,1
2486,27,White,Male,Private,<=50K,0
2487,75,Black,Male,?,<=50K,1
2488,55,White,Female,Private,<=50K,0
2489,52,Amer-Indian-Eskimo,Male,Self-emp-not-inc,<=50K,1
2490,54,White,Female,Private,<=50K,1
2491,36,White,Male,Private,<=50K,1
2492,76,White,Male,?,<=50K,1
2493,26,White,Female,Private,<=50K,0
2494,18,White,Male,Private,<=50K,0
2495,38,White,Male,Private,<=50K,1
2496,50,White,Male,Private,>50K,1
2497,19,White,Female,?,<=50K,0
2498,32,White,Male,Private,>50K,1
2499,57,White,Male,Private,>50K,0
2500,20,Black,Male,Private,<=50K,0
2501,27,White,Female,Private,<=50K,1
2502,31,White,Male,Self-emp-not-inc,<=50K,0
2503,60,White,Female,Private,<=50K,0
2504,52,White,Female,Private,<=50K,1
2505,61,White,Male,Private,<=50K,1
2506,57,White,Male,Self-emp-not-inc,>50K,0
2507,19,White,Male,?,<=50K,0
2508,59,White,Male,Self-emp-not-inc,<=50K,1
2509,34,White,Male,Self-emp-not-inc,>50K,1
2510,31,Asian-Pac-Islander,Male,Private,>50K,1
2511,42,Black,Male,Private,<=50K,0
2512,70,White,Female,Private,<=50K,1
2513,47,Asian-Pac-Islander,Male,Private,>50K,0
2514,47,White,Male,?,<=50K,0
2515,29,White,Male,Private,>50K,1
2516,27,Black,Male,Private,<=50K,1
2517,25,White,Female,Private,<=50K,0
2518,51,White,Male,Private,>50K,0
2519,28,Black,Female,Private,<=50K,1
2520,35,White,Male,Private,<=50K,1
2521,36,White,Male,Self-emp-not-inc,>50K,0
2522,54,White,Female,?,<=50K,0
2523,46,White,Male,Private,<=50K,0
2524,52,White,Female,Private,<=50K,1
2525,65,White,Male,Private,<=50K,1
2526,43,White,Male,Private,<=50K,0
2527,41,Asian-Pac-Islander,Female,Local-gov,<=50K,0
2528,34,White,Female,Private,<=50K,1
2529,47,White,Male,Self-emp-not-inc,<=50K,1
2530,49,White,Male,Federal-gov,>50K,0
2531,21,White,Female,Private,<=50K,0
2532,20,White,Female,Private,<=50K,1
2533,18,White,Male,Local-gov,<=50K,1
2534,27,Black,Male,Private,<=50K,0
2535,34,White,Male,Self-emp-not-inc,<=50K,1
2536,38,White,Female,Private,<=50K,1
2537,24,White,Male,Private,<=50K,0
2538,34,White,Male,Private,<=50K,0
2539,47,White,Male,Private,>50K,1
2540,27,Black,Female,Federal-gov,<=50K,0
2541,63,White,Female,Private,<=50K,1
2542,34,Black,Male,Private,>50K,0
2543,25,White,Male,Private,<=50K,1
2544,54,White,Male,Private,<=50K,1
2545,19,White,Female,?,<=50K,0
2546,35,White,Female,Private,<=50K,1
2547,24,White,Male,Private,>50K,1
2548,26,Asian-Pac-Islander,Female,Private,<=50K,0
2549,59,White,Female,Local-gov,<=50K,0
2550,43,White,Female,Private,<=50K,0
2551,20,White,Female,Private,<=50K,0
2552,41,White,Male,Private,<=50K,1
2553,51,White,Male,Private,<=50K,0
2554,27,Other,Female,Private,<=50K,1
2555,36,White,Male,Private,<=50K,1
2556,25,White,Male,Private,<=50K,0
2557,55,White,Male,Private,>50K,1
2558,22,White,Female,Local-gov,<=50K,1
2559,58,Asian-Pac-Islander,Male,State-gov,<=50K,0
2560,43,White,Female,Private,<=50K,1
2561,39,White,Female,Private,>50K,0
2562,40,Black,Female,Private,<=50K,0
2563,46,White,Male,Private,<=50K,1
2564,54,White,Female,Federal-gov,<=50K,0
2565,19,Black,Male,Private,<=50K,1
2566,24,White,Male,Private,<=50K,1
2567,53,White,Male,?,<=50K,0
2568,24,White,Male,State-gov,<=50K,1
2569,29,White,Male,Self-emp-not-inc,<=50K,1
2570,56,White,Male,Self-emp-inc,>50K,1
2571,54,White,Male,?,>50K,1
2572,21,White,Female,?,<=50K,0
2573,34,White,Male,Private,<=50K,0
2574,56,White,Female,Private,<=50K,1
2575,34,White,Male,Private,>50K,0
2576,19,Black,Female,Private,<=50K,1
2577,32,White,Male,Self-emp-inc,>50K,1
2578,48,White,Female,Private,<=50K,0
2579,67,Black,Male,?,>50K,1
2580,47,White,Male,Private,<=50K,0
2581,52,White,Male,Private,>50K,1
2582,40,White,Female,Private,<=50K,1
2583,28,White,Male,Private,<=50K,0
2584,41,White,Male,Private,>50K,0
2585,57,White,Male,Private,<=50K,1
2586,51,White,Female,Private,<=50K,0
2587,26,White,Female,?,<=50K,1
2588,36,Asian-Pac-Islander,Male,Private,<=50K,1
2589,33,White,Male,Private,>50K,0
2590,46,White,Male,Private,>50K,0
2591,50,Asian-Pac-Islander,Female,Private,<=50K,0
2592,33,White,Male,Private,<=50K,1
2593,77,White,Male,Self-emp-not-inc,<=50K,1
2594,39,Black,Male,Private,>50K,0
2595,67,White,Male,?,<=50K,0
2596,35,White,Female,Private,<=50K,1
2597,23,Black,Female,Private,<=50K,0
2598,37,White,Female,Private,>50K,1
2599,41,White,Male,Private,>50K,1
2600,60,White,Male,Private,>50K,1
2601,32,White,Male,Private,<=50K,0
2602,56,Amer-Indian-Eskimo,Male,Federal-gov,<=50K,1
2603,45,White,Female,State-gov,<=50K,0
2604,24,White,Female,Private,>50K,0
2605,18,White,Male,Private,<=50K,1
2606,31,Other,Male,Private,<=50K,1
2607,21,White,Male,?,<=50K,0
2608,45,White,Male,Private,>50K,0
2609,23,White,Female,Private,<=50K,1
2610,45,White,Male,State-gov,<=50K,1
2611,18,Amer-Indian-Eskimo,Female,Private,<=50K,1
2612,25,Black,Male,Private,<=50K,0
2613,31,White,Male,State-gov,<=50K,1
2614,19,White,Male,Private,<=50K,0
2615,41,White,Male,Private,>50K,0
2616,74,Black,Female,Private,<=50K,1
2617,27,White,Male,Private,<=50K,1
2618,23,White,Female,Private,<=50K,0
2619,31,White,Male,Private,>50K,0
2620,40,White,Male,Self-emp-inc,<=50K,0
2621,41,White,Male,Federal-gov,>50K,1
2622,25,White,Male,Private,<=50K,1
2623,42,Amer-Indian-Eskimo,Male,Private,<=50K,0
2624,24,White,Female,Private,<=50K,1
2625,42,White,Male,Private,>50K,0
2626,45,White,Male,Self-emp-not-inc,<=50K,0
2627,52,White,Male,Federal-gov,>50K,1
2628,34,White,Male,Private,<=50K,1
2629,32,White,Male,Private,<=50K,0
2630,54,White,Male,Private,<=50K,0
2631,42,White,Male,Federal-gov,<=50K,0
2632,32,White,Male,Private,>50K,1
2633,40,White,Female,?,<=50K,0
2634,55,White,Male,Self-emp-inc,>50K,0
2635,66,White,Male,?,<=50K,1
2636,52,White,Male,State-gov,<=50K,0
2637,21,White,Female,State-gov,<=50K,0
2638,33,White,Female,Private,>50K,1
2639,52,White,Male,?,>50K,1
2640,28,White,Female,Private,<=50K,1
2641,27,White,Male,Self-emp-not-inc,<=50K,0
2642,42,White,Female,Local-gov,<=50K,0
2643,27,White,Female,Self-emp-inc,<=50K,1
2644,47,White,Male,Private,>50K,0
2645,19,White,Female,Private,<=50K,0
2646,46,White,Male,Private,<=50K,0
2647,55,White,Female,Self-emp-not-inc,<=50K,0
2648,50,Other,Male,Private,<=50K,1
2649,32,White,Female,Private,<=50K,1
2650,28,White,Female,Private,<=50K,0
2651,23,Black,Female,Private,<=50K,0
2652,43,White,Male,Private,<=50K,0
2653,34,White,Male,Private,>50K,0
2654,19,Asian-Pac-Islander,Male,Private,<=50K,1
2655,37,Asian-Pac-Islander,Male,Private,<=50K,1
2656,27,Asian-Pac-Islander,Female,Private,<=50K,0
2657,18,White,Female,Private,<=50K,0
2658,31,White,Female,Private,<=50K,0
2659,49,White,Male,Private,<=50K,1
2660,26,White,Male,Federal-gov,<=50K,1
2661,48,White,Male,Private,>50K,0
2662,39,Black,Male,Private,<=50K,0
2663,41,White,Female,Private,<=50K,0
2664,48,White,Female,State-gov,>50K,0
2665,40,White,Female,Private,>50K,1
2666,70,White,Male,Private,>50K,1
2667,20,White,Male,Private,<=50K,0
2668,38,White,Male,Private,<=50K,0
2669,37,White,Female,Self-emp-not-inc,<=50K,0
2670,49,White,Female,Private,>50K,1
2671,51,White,Male,Private,>50K,1
2672,43,White,Male,Private,<=50K,0
2673,38,White,Male,Private,<=50K,0
2674,18,White,Male,?,<=50K,0
2675,23,White,Male,Private,<=50K,0
2676,34,White,Male,Private,<=50K,1
2677,62,White,Male,?,<=50K,1
2678,33,White,Male,Private,<=50K,0
2679,31,White,Female,Private,<=50K,0
2680,64,White,Female,Private,<=50K,0
2681,26,White,Male,Local-gov,<=50K,1
2682,55,White,Male,Private,<=50K,1
2683,61,White,Male,Local-gov,<=50K,0
2684,37,White,Male,Private,>50K,0
2685,78,White,Male,Local-gov,<=50K,0
2686,27,Black,Female,Federal-gov,<=50K,0
2687,49,White,Male,Private,<=50K,1
2688,55,White,Male,State-gov,>50K,1
2689,42,White,Male,Private,<=50K,0
2690,22,White,Female,?,<=50K,0
2691,61,White,Male,Private,<=50K,0
2692,64,White,Male,Self-emp-not-inc,<=50K,1
2693,46,White,Male,Local-gov,<=50K,1
2694,24,White,Male,Private,<=50K,0
2695,27,White,Male,Private,<=50K,0
2696,47,White,Male,Private,>50K,0
2697,18,White,Male,Private,<=50K,0
2698,48,White,Male,Private,<=50K,1
2699,50,White,Male,Self-emp-not-inc,<=50K,1
2700,40,White,Female,State-gov,<=50K,0
2701,56,White,Male,Self-emp-not-inc,<=50K,0
2702,34,White,Female,Private,<=50K,1
2703,56,White,Male,Federal-gov,<=50K,0
2704,18,White,Male,Private,<=50K,1
2705,21,White,Female,Private,<=50K,1
2706,40,White,Female,Private,<=50K,0
2707,27,White,Male,Local-gov,<=50K,0
2708,52,White,Male,Self-emp-not-inc,>50K,1
2709,46,White,Female,Private,<=50K,0
2710,23,White,Female,Private,<=50K,1
2711,50,White,Male,Private,>50K,0
2712,19,White,Male,Private,<=50K,0
2713,20,White,Male,Private,<=50K,1
2714,39,White,Female,Private,>50K,0
2715,24,White,Male,Private,<=50K,1
2716,72,White,Female,Private,<=50K,1
2717,42,White,Female,State-gov,>50K,0
2718,42,White,Male,Private,<=50K,0
2719,51,Amer-Indian-Eskimo,Male,Private,<=50K,1
2720,39,White,Male,Private,>50K,1
2721,40,Amer-Indian-Eskimo,Female,Local-gov,<=50K,1
2722,34,White,Male,Private,>50K,0
2723,19,White,Male,Private,<=50K,0
2724,26,White,Female,Private,<=50K,1
2725,45,White,Female,Local-gov,>50K,0
2726,28,White,Female,Private,>50K,1
2727,30,White,Male,Federal-gov,>50K,1
2728,32,White,Female,Private,<=50K,0
2729,19,White,Female,Private,<=50K,1
2730,21,White,Male,Private,<=50K,0
2731,54,Black,Female,Private,<=50K,1
2732,62,White,Male,Private,>50K,1
2733,25,White,Male,Private,<=50K,0
2734,49,White,Female,Self-emp-inc,<=50K,0
2735,32,White,Male,Private,>50K,1
2736,26,White,Male,Private,<=50K,0
2737,37,White,Male,Local-gov,>50K,1
2738,58,White,Female,Private,<=50K,1
2739,37,White,Female,Private,>50K,0
2740,41,White,Female,Private,<=50K,0
2741,38,White,Male,Private,>50K,0
2742,47,White,Male,State-gov,<=50K,1
2743,42,Black,Male,Private,<=50K,1
2744,30,White,Male,State-gov,<=50K,0
2745,43,White,Male,Private,>50K,0
2746,34,Black,Male,Private,<=50K,1
2747,57,White,Female,Private,<=50K,0
2748,46,White,Male,Private,<=50K,1
2749,32,White,Male,Private,<=50K,0
2750,20,White,Female,Private,<=50K,0
2751,47,White,Male,Private,<=50K,0
2752,55,White,Male,?,<=50K,0
2753,53,White,Male,Self-emp-not-inc,>50K,1
2754,43,White,Male,Private,>50K,1
2755,80,White,Male,Self-emp-not-inc,<=50K,0
2756,24,White,Female,Private,<=50K,0
2757,43,White,Male,Local-gov,>50K,1
2758,22,White,Male,Private,<=50K,0
2759,40,Black,Male,Private,<=50K,1
2760,48,White,Male,Private,>50K,0
2761,56,White,Male,?,<=50K,0
2762,34,White,Male,?,<=50K,0
2763,51,White,Male,Private,>50K,0
2764,24,White,Female,Federal-gov,<=50K,1
2765,19,White,Female,Private,<=50K,1
2766,34,White,Female,Private,<=50K,0
2767,24,White,Male,Private,<=50K,0
2768,41,White,Male,Private,>50K,1
2769,24,White,Female,Private,<=50K,0
2770,22,White,Male,Local-gov,<=50K,0
2771,32,White,Female,Federal-gov,<=50K,1
2772,41,White,Female,Private,<=50K,1
2773,20,White,Male,Private,<=50K,1
2774,31,Black,Male,Private,<=50K,1
2775,55,White,Male,Private,>50K,0
2776,49,Black,Male,State-gov,>50K,0
2777,26,White,Male,Private,<=50K,1
2778,27,White,Male,Self-emp-not-inc,<=50K,1
2779,35,White,Female,Private,<=50K,0
2780,40,White,Male,Private,<=50K,0
2781,59,White,Male,Private,<=50K,0
2782,61,White,Male,Private,>50K,1
2783,31,Black,Female,Private,<=50K,1
2784,43,White,Male,Federal-gov,>50K,1
2785,61,Black,Male,Private,<=50K,1
2786,54,White,Female,Private,<=50K,0
2787,30,White,Male,Private,<=50K,0
2788,20,White,Female,Private,<=50K,1
2789,27,White,Female,State-gov,<=50K,1
2790,44,White,Male,Self-emp-inc,<=50K,1
2791,64,White,Female,Private,<=50K,0
2792,55,White,Female,Private,<=50K,0
2793,34,White,Male,Private,<=50K,1
2794,61,White,Female,Private,<=50K,1
2795,28,White,Male,Private,<=50K,1
2796,34,Black,Female,Private,<=50K,1
2797,47,White,Male,Self-emp-inc,>50K,0
2798,26,White,Male,Private,<=50K,0
2799,35,Amer-Indian-Eskimo,Male,Private,<=50K,1
2800,36,White,Male,Private,<=50K,1
2801,47,White,Male,Private,>50K,0
2802,17,Black,Female,Private,<=50K,0
2803,35,White,Male,Private,<=50K,1
2804,33,White,Male,Private,<=50K,0
2805,25,White,Female,Private,<=50K,1
2806,18,White,Male,Private,<=50K,1
2807,47,White,Male,State-gov,<=50K,0
2808,44,Black,Female,Private,<=50K,0
2809,41,White,Female,Private,<=50K,0
2810,30,White,Female,Private,<=50K,1
2811,53,White,Male,Self-emp-not-inc,<=50K,1
2812,53,Black,Female,Private,<=50K,0
2813,40,White,Female,Private,<=50K,0
2814,24,White,Male,Private,<=50K,1
2815,27,White,Male,Private,<=50K,0
2816,50,White,Male,Private,<=50K,1
2817,36,White,Male,Private,<=50K,1
2818,41,White,Male,Private,>50K,0
2819,41,White,Female,Private,<=50K,0
2820,31,White,Female,Private,<=50K,0
2821,32,White,Male,Federal-gov,<=50K,1
2822,22,White,Male,Private,<=50K,1
2823,22,White,Male,Private,<=50K,0
2824,18,White,Male,Local-gov,<=50K,0
2825,39,Black,Male,Private,<=50K,1
2826,38,White,Female,Private,<=50K,0
2827,35,White,Male,State-gov,<=50K,1
2828,23,White,Male,Private,<=50K,1
2829,54,White,Male,Self-emp-not-inc,>50K,0
2830,36,White,Male,Private,>50K,0
2831,63,White,Male,Local-gov,<=50K,0
2832,39,White,Male,Private,<=50K,1
2833,57,White,Male,Self-emp-not-inc,>50K,1
2834,58,White,Male,Self-emp-inc,>50K,0
2835,29,Asian-Pac-Islander,Female,Private,<=50K,0
2836,17,White,Female,Private,<=50K,1
2837,40,White,Male,Private,<=50K,0
2838,69,White,Female,Self-emp-not-inc,<=50K,1
2839,28,White,Female,Private,<=50K,1
2840,38,White,Male,Private,<=50K,1
2841,44,White,Male,Private,>50K,0
2842,45,Black,Female,Local-gov,<=50K,0
2843,33,Black,Male,State-gov,<=50K,1
2844,41,White,Male,Local-gov,>50K,1
2845,37,White,Male,Self-emp-inc,>50K,0
2846,50,White,Male,Private,>50K,0
2847,48,White,Male,Private,<=50K,1
2848,26,Black,Female,?,<=50K,0
2849,36,White,Male,Private,>50K,1
2850,21,White,Female,Private,<=50K,1
2851,37,White,Male,Private,<=50K,1
2852,20,White,Female,State-gov,<=50K,0
2853,54,White,Female,Self-emp-not-inc,<=50K,0
2854,28,White,Female,Private,<=50K,1
2855,27,White,Male,Private,<=50K,1
2856,33,Black,Female,Private,<=50K,0
2857,46,White,Male,?,<=50K,0
2858,28,White,Female,?,<=50K,1
2859,17,White,Male,?,<=50K,0
2860,40,White,Male,Self-emp-not-inc,>50K,1
2861,47,White,Male,Private,>50K,1
2862,44,White,Female,Private,<=50K,1
2863,25,White,Male,Private,<=50K,0
2864,35,White,Male,Private,<=50K,0
2865,29,White,Female,Private,<=50K,1
2866,30,White,Male,Private,<=50K,1
2867,30,White,Male,Private,<=50K,0
2868,56,White,Female,Self-emp-not-inc,<=50K,0
2869,25,White,Male,Self-emp-not-inc,<=50K,1
2870,28,Black,Male,Private,<=50K,1
2871,43,White,Male,Self-emp-not-inc,<=50K,1
2872,47,White,Male,Local-gov,>50K,1
2873,46,White,Male,Self-emp-not-inc,<=50K,1
2874,41,White,Female,State-gov,<=50K,0
2875,38,White,Female,Federal-gov,>50K,0
2876,29,Black,Male,Private,<=50K,1
2877,25,White,Male,Private,<=50K,1
2878,56,White,Male,Private,<=50K,0
2879,31,White,Male,Private,<=50K,0
2880,22,White,Male,Private,<=50K,0
2881,31,White,Male,Private,<=50K,1
2882,28,White,Female,Private,<=50K,1
2883,53,Black,Male,Private,<=50K,1
2884,45,White,Female,Private,>50K,1
2885,71,Black,Male,Private,<=50K,0
2886,65,White,Female,?,<=50K,0
2887,39,White,Male,Private,>50K,1
2888,19,White,Female,Federal-gov,<=50K,1
2889,34,White,Female,Local-gov,<=50K,0
2890,36,White,Male,Private,<=50K,0
2891,40,White,Female,Private,<=50K,1
2892,90,White,Female,Private,<=50K,0
2893,56,White,Male,Private,<=50K,0
2894,21,White,Female,Private,<=50K,0
2895,48,White,Male,Private,>50K,0
2896,45,White,Female,Private,<=50K,1
2897,46,White,Male,Private,>50K,1
2898,64,White,Female,Private,<=50K,0
2899,29,Asian-Pac-Islander,Male,Local-gov,<=50K,0
2900,22,White,Female,Private,<=50K,1
2901,47,White,Male,Private,>50K,1
2902,67,White,Male,Self-emp-inc,>50K,0
2903,43,White,Male,Private,<=50K,0
