id,Anonym_DAYS_BIRTH,Anonym_DAYS_EMPLOYED,Anonym_OCCUPATION_TYPE,Anonym_CODE_GENDER,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,Anonym_NAME_FAMILY_STATUS,Anonym_NAME_HOUSING_TYPE,AMT_INCOME_TOTAL
3178,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3179,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3180,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3181,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3182,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3183,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3184,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3185,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3186,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3187,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3188,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3189,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3190,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3191,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3192,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3193,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3194,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3195,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3196,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
3197,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,720000
3198,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,720000
3199,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,720000
3200,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3201,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3202,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3203,[(-24831)-(-8475)],[(-14127)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3204,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3205,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3206,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3207,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3208,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3209,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3210,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3211,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3212,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3213,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3214,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,121500
3215,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,121500
3216,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,121500
3217,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,121500
3218,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3219,[(-24311)-(-8655)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3220,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3221,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3222,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3223,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3224,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3225,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3226,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3227,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3228,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3229,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3230,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3231,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3232,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3233,[(-24831)-(-9087)],[(-6610)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3234,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3235,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3236,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3237,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3238,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3239,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3240,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3241,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3242,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3243,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3244,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3245,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3246,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3247,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3248,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3249,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3250,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3251,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3252,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
3253,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3254,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3255,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3256,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3257,[(-23442)-(-8527)],[(-13699)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3258,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3259,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3260,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3261,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3262,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3263,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3264,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3265,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3266,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3267,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3268,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3269,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3270,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3271,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3272,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3273,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3274,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3275,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3276,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3277,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3278,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
3279,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,337500
3280,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,337500
3281,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,337500
3282,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,337500
3283,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,337500
3284,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3285,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3286,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3287,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3288,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3289,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3290,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3291,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3292,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3293,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3294,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3295,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3296,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
3297,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3298,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3299,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3300,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3301,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3302,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3303,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3304,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
3305,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3306,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3307,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3308,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3309,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3310,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3311,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3312,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
3313,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,76500
3314,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,76500
3315,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,76500
3316,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,76500
3317,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3318,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3319,[(-24878)-(-8655)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3320,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3321,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3322,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3323,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
3324,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3325,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
3326,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
