id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,Cluster
3328,-22060,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,202500,Cluster 13
3505,-14100,-3623,Private service staff,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 13
3523,-16314,-882,Managers,M,Working,Secondary / secondary special,Separated,House / apartment,315000,Cluster 13
3688,-12615,-843,Cooking staff,F,Working,Higher education,Married,House / apartment,81000,Cluster 13
4076,-21869,365243,"",F,Pensioner,Secondary / secondary special,Married,Municipal apartment,81000,Cluster 13
4118,-14364,-6352,Laborers,M,Working,Secondary / secondary special,Separated,House / apartment,202500,Cluster 13
4159,-12272,-2212,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 13
4223,-22077,365243,"",F,Pensioner,Higher education,Married,House / apartment,175500,Cluster 13
4255,-11454,-1604,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 13
4290,-19082,-377,IT staff,M,Commercial associate,Higher education,Married,With parents,202500,Cluster 13
4462,-18179,-2773,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 13
4474,-22985,365243,"",F,Pensioner,Higher education,Married,House / apartment,360000,Cluster 13
4602,-10847,-2712,Laborers,M,Working,Higher education,Married,House / apartment,315000,Cluster 13
4835,-17347,-4234,High skill tech staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,202500,Cluster 13
4998,-21717,-2042,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,171000,Cluster 13
5040,-23059,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,180000,Cluster 13
5121,-23289,365243,"",M,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 13
5350,-24482,365243,"",F,Pensioner,Lower secondary,Civil marriage,House / apartment,112500,Cluster 13
5514,-13556,-1615,Core staff,M,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 13
5546,-15714,-458,"",F,Commercial associate,Secondary / secondary special,Separated,House / apartment,292500,Cluster 13
5560,-18259,-5756,Sales staff,F,Working,Higher education,Married,House / apartment,112500,Cluster 13
5791,-11153,-1281,Accountants,F,Working,Higher education,Civil marriage,House / apartment,382500,Cluster 13
6075,-14926,-1281,High skill tech staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,202500,Cluster 13
6187,-15972,-5055,"",F,State servant,Secondary / secondary special,Married,House / apartment,180000,Cluster 13
6306,-17103,-1493,Cooking staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,360000,Cluster 13
6362,-12705,-884,"",M,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 13
6725,-21041,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,112500,Cluster 13
6884,-23153,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,171000,Cluster 13
6909,-21232,365243,"",F,Pensioner,Higher education,Widow,House / apartment,135000,Cluster 13
7079,-19862,-2295,Laborers,M,Working,Higher education,Married,House / apartment,76500,Cluster 13
7172,-13829,-3248,High skill tech staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 13
7846,-13230,-3643,High skill tech staff,M,State servant,Secondary / secondary special,Married,House / apartment,315000,Cluster 13
7969,-20768,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,117000,Cluster 13
8158,-21361,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,108000,Cluster 13
1040,-22867,365243,"",M,Pensioner,Higher education,Single / not married,House / apartment,495000,Cluster 14
8705,-14167,-1815,Laborers,F,Commercial associate,Secondary / secondary special,Widow,House / apartment,157500,Cluster 14
8882,-15034,-444,Managers,F,Commercial associate,Higher education,Married,House / apartment,252000,Cluster 14
9169,-9417,-445,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 14
9531,-21766,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,193500,Cluster 14
9897,-18497,-2216,Sales staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,189000,Cluster 14
9955,-13845,-2728,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,121500,Cluster 14
228,-17641,-889,Core staff,F,Working,Higher education,Married,House / apartment,148500,Cluster 14
325,-19575,-2901,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 14
415,-10266,-1652,Managers,M,State servant,Higher education,Married,With parents,337500,Cluster 14
707,-17383,-890,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,144000,Cluster 14
1105,-16573,-4574,"",F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 14
1713,-11853,-5061,Waiters/barmen staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 14
2086,-12763,-2255,Core staff,M,State servant,Higher education,Married,House / apartment,225000,Cluster 14
2119,-22747,365243,"",F,Pensioner,Higher education,Married,House / apartment,135000,Cluster 14
2204,-19972,-6610,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 14
2271,-9547,-1340,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 14
2315,-11905,-2470,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 14
2358,-12807,-2404,Laborers,M,Working,Secondary / secondary special,Married,With parents,135000,Cluster 14
2425,-21269,365243,"",F,Pensioner,Higher education,Married,House / apartment,360000,Cluster 14
2469,-13207,-1401,Low-skill Laborers,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 14
2753,-9303,-852,Sales staff,M,Working,Higher education,Married,House / apartment,135000,Cluster 14
2964,-23594,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 14
3384,-15262,-1674,Managers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,360000,Cluster 14
3641,-21187,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,157500,Cluster 14
3846,-21202,-1696,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 14
3997,-22730,-13415,Sales staff,F,Working,Higher education,Single / not married,House / apartment,180000,Cluster 14
4034,-20592,-6230,"",M,Working,Secondary / secondary special,Married,House / apartment,83250,Cluster 14
4269,-22099,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,211500,Cluster 14
4788,-21414,365243,"",F,Pensioner,Secondary / secondary special,Married,Municipal apartment,47250,Cluster 14
5069,-11734,-2164,High skill tech staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,270000,Cluster 14
5297,-22295,365243,"",F,Pensioner,Higher education,Married,House / apartment,360000,Cluster 14
6110,-11714,-672,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 14
6410,-16596,-8859,Laborers,F,Working,Secondary / secondary special,Widow,House / apartment,112500,Cluster 14
6435,-10027,-946,Managers,M,Working,Secondary / secondary special,Married,House / apartment,171000,Cluster 14
6550,-21861,-10777,Cooking staff,F,Working,Higher education,Widow,House / apartment,225000,Cluster 14
6946,-19316,-6039,Core staff,F,Working,Secondary / secondary special,Married,Municipal apartment,108000,Cluster 14
6955,-12377,-3207,Core staff,M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,90000,Cluster 14
6980,-15720,-2569,Managers,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 14
7002,-15839,-1381,High skill tech staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 14
7015,-24303,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,135000,Cluster 14
7122,-11444,-630,Core staff,F,Working,Secondary / secondary special,Married,Municipal apartment,180000,Cluster 14
7771,-16888,-3521,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,292500,Cluster 14
7881,-20151,-525,Accountants,F,Working,Secondary / secondary special,Widow,House / apartment,207000,Cluster 14
8135,-21821,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,225000,Cluster 14
8166,-19408,-4553,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 14
8568,-19960,-5679,Accountants,F,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 14
8889,-13729,-1146,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 14
9005,-9883,-780,Sales staff,M,Working,Secondary / secondary special,Single / not married,House / apartment,157500,Cluster 14
9055,-18688,-2029,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 14
9346,-15918,-871,Managers,F,Commercial associate,Higher education,Civil marriage,House / apartment,225000,Cluster 14
9585,-9905,-3343,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 14
9681,-12847,-383,Private service staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 14
101,-15519,-3234,Laborers,F,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,297000,Cluster 14
341,-18325,-1256,Laborers,M,Working,Incomplete higher,Married,Co-op apartment,229500,Cluster 14
384,-14667,-798,Managers,F,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 14
524,-11042,-3174,Core staff,M,State servant,Higher education,Single / not married,House / apartment,279000,Cluster 14
782,-21688,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,90000,Cluster 14
883,-15435,-3965,"",F,Working,Higher education,Married,House / apartment,382500,Cluster 14
977,-19120,-3661,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 14
1337,-9493,-130,Cooking staff,M,Commercial associate,Higher education,Married,House / apartment,135000,Cluster 14
1434,-15675,-283,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,67500,Cluster 14
1451,-21518,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 14
1586,-22927,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 14
1650,-13360,-4086,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 14
1751,-23372,365243,"",F,Pensioner,Higher education,Married,House / apartment,165150,Cluster 14
1804,-18656,-2656,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,90000,Cluster 14
1975,-20298,365243,"",F,Pensioner,Secondary / secondary special,Married,Municipal apartment,315000,Cluster 14
2063,-10517,-1801,Core staff,F,State servant,Higher education,Single / not married,With parents,225000,Cluster 14
2365,-9310,-1678,"",F,Working,Higher education,Married,House / apartment,306000,Cluster 14
2455,-13367,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 14
2528,-17755,-401,"",F,Working,Secondary / secondary special,Married,House / apartment,630000,Cluster 14
2638,-10190,-279,"",F,Working,Secondary / secondary special,Civil marriage,With parents,135000,Cluster 14
2729,-17743,-4205,"",F,Working,Higher education,Married,House / apartment,76500,Cluster 14
2922,-19911,-126,Cooking staff,F,Working,Secondary / secondary special,Single / not married,Municipal apartment,135000,Cluster 14
3097,-21899,365243,"",F,Pensioner,Higher education,Married,House / apartment,153000,Cluster 14
3327,-22060,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,202500,Cluster 14
3481,-12494,-978,Laborers,M,Commercial associate,Secondary / secondary special,Separated,House / apartment,180000,Cluster 14
3874,-11279,-1788,Medicine staff,F,State servant,Higher education,Civil marriage,House / apartment,225000,Cluster 14
3965,-21642,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 14
4021,-21012,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,315000,Cluster 14
4032,-18210,-6230,"",F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 14
4077,-15945,-3673,Core staff,F,State servant,Secondary / secondary special,Civil marriage,House / apartment,90000,Cluster 14
4124,-17235,-417,Laborers,F,Commercial associate,Higher education,Married,House / apartment,225000,Cluster 14
4266,-21904,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 14
4580,-15167,-2162,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,270000,Cluster 14
4796,-11445,-3319,Sales staff,M,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 14
4856,-23407,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,121500,Cluster 14
4910,-13494,-1281,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,117000,Cluster 14
